 time            v(Ain)          v(COMPout)     
 1.68915000e-05  5.15625000e-01  1.75441847e-02 
 1.68925000e-05  5.15625000e-01  1.75440289e-02 
 1.68935000e-05  5.15625000e-01  1.75438552e-02 
 1.68945000e-05  5.15625000e-01  1.75436995e-02 
 1.68955000e-05  5.15625000e-01  1.75435259e-02 
 1.68965000e-05  5.15625000e-01  1.75433703e-02 
 1.68975000e-05  5.15625000e-01  1.75431967e-02 
 1.68985000e-05  5.15625000e-01  1.75430412e-02 
 1.68995000e-05  5.15625000e-01  1.75428677e-02 
 1.69005000e-05  5.15625000e-01  1.75427123e-02 
 1.69015000e-05  5.15625000e-01  1.75425389e-02 
 1.69025000e-05  5.15625000e-01  1.75423836e-02 
 1.69035000e-05  5.15625000e-01  1.75422102e-02 
 1.69045000e-05  5.15625000e-01  1.75420550e-02 
 1.69055000e-05  5.15625000e-01  1.75418818e-02 
 1.69065000e-05  5.15625000e-01  1.75417266e-02 
 1.69075000e-05  5.15625000e-01  1.75415535e-02 
 1.69085000e-05  5.15625000e-01  1.75413984e-02 
 1.69095000e-05  5.15625000e-01  1.75412253e-02 
 1.69105000e-05  5.15625000e-01  1.75410703e-02 
 1.69115000e-05  5.15625000e-01  1.75408973e-02 
 1.69125000e-05  5.15625000e-01  1.75407424e-02 
 1.69135000e-05  5.15625000e-01  1.75405695e-02 
 1.69145000e-05  5.15625000e-01  1.75404147e-02 
 1.69155000e-05  5.15625000e-01  1.75402419e-02 
 1.69165000e-05  5.15625000e-01  1.75400871e-02 
 1.69175000e-05  5.15625000e-01  1.75399144e-02 
 1.69185000e-05  5.15625000e-01  1.75397597e-02 
 1.69195000e-05  5.15625000e-01  1.75395871e-02 
 1.69205000e-05  5.15625000e-01  1.75394325e-02 
 1.69215000e-05  5.15625000e-01  1.75392599e-02 
 1.69225000e-05  5.15625000e-01  1.75391054e-02 
 1.69235000e-05  5.15625000e-01  1.75389329e-02 
 1.69245000e-05  5.15625000e-01  1.75387785e-02 
 1.69255000e-05  5.15625000e-01  1.75386061e-02 
 1.69265000e-05  5.15625000e-01  1.75384518e-02 
 1.69275000e-05  5.15625000e-01  1.75382795e-02 
 1.69285000e-05  5.15625000e-01  1.75381252e-02 
 1.69295000e-05  5.15625000e-01  1.75379530e-02 
 1.69305000e-05  5.15625000e-01  1.75377988e-02 
 1.69315000e-05  5.15625000e-01  1.75376267e-02 
 1.69325000e-05  5.15625000e-01  1.75374726e-02 
 1.69335000e-05  5.15625000e-01  1.75373005e-02 
 1.69345000e-05  5.15625000e-01  1.75371465e-02 
 1.69355000e-05  5.15625000e-01  1.75369745e-02 
 1.69365000e-05  5.15625000e-01  1.75368206e-02 
 1.69375000e-05  5.15625000e-01  1.75366487e-02 
 1.69385000e-05  5.15625000e-01  1.75364949e-02 
 1.69395000e-05  5.15625000e-01  1.75363231e-02 
 1.69405000e-05  5.15625000e-01  1.75361693e-02 
 1.69415000e-05  5.15625000e-01  1.75359976e-02 
 1.69425000e-05  5.15625000e-01  1.75358439e-02 
 1.69435000e-05  5.15625000e-01  1.75356723e-02 
 1.69445000e-05  5.15625000e-01  1.75355186e-02 
 1.69455000e-05  5.15625000e-01  1.75353471e-02 
 1.69465000e-05  5.15625000e-01  1.75351936e-02 
 1.69475000e-05  5.15625000e-01  1.75350221e-02 
 1.69485000e-05  5.15625000e-01  1.75348686e-02 
 1.69495000e-05  5.15625000e-01  1.75346973e-02 
 1.69505000e-05  5.15625000e-01  1.75345439e-02 
 1.69515000e-05  5.15625000e-01  1.75343726e-02 
 1.69525000e-05  5.15625000e-01  1.75342193e-02 
 1.69535000e-05  5.15625000e-01  1.75340481e-02 
 1.69545000e-05  5.15625000e-01  1.75338949e-02 
 1.69555000e-05  5.15625000e-01  1.75337237e-02 
 1.69565000e-05  5.15625000e-01  1.75335706e-02 
 1.69575000e-05  5.15625000e-01  1.75333996e-02 
 1.69585000e-05  5.15625000e-01  1.75332465e-02 
 1.69595000e-05  5.15625000e-01  1.75330756e-02 
 1.69605000e-05  5.15625000e-01  1.75329226e-02 
 1.69615000e-05  5.15625000e-01  1.75327517e-02 
 1.69625000e-05  5.15625000e-01  1.75325988e-02 
 1.69635000e-05  5.15625000e-01  1.75324280e-02 
 1.69645000e-05  5.15625000e-01  1.75322752e-02 
 1.69655000e-05  5.15625000e-01  1.75321045e-02 
 1.69665000e-05  5.15625000e-01  1.75319518e-02 
 1.69675000e-05  5.15625000e-01  1.75317811e-02 
 1.69685000e-05  5.15625000e-01  1.75316285e-02 
 1.69695000e-05  5.15625000e-01  1.75314579e-02 
 1.69705000e-05  5.15625000e-01  1.75313054e-02 
 1.69715000e-05  5.15625000e-01  1.75311349e-02 
 1.69725000e-05  5.15625000e-01  1.75309824e-02 
 1.69735000e-05  5.15625000e-01  1.75308120e-02 
 1.69745000e-05  5.15625000e-01  1.75306596e-02 
 1.69755000e-05  5.15625000e-01  1.75304893e-02 
 1.69765000e-05  5.15625000e-01  1.75303370e-02 
 1.69775000e-05  5.15625000e-01  1.75301668e-02 
 1.69785000e-05  5.15625000e-01  1.75300145e-02 
 1.69795000e-05  5.15625000e-01  1.75298444e-02 
 1.69805000e-05  5.15625000e-01  1.75296922e-02 
 1.69815000e-05  5.15625000e-01  1.75295221e-02 
 1.69825000e-05  5.15625000e-01  1.75293701e-02 
 1.69835000e-05  5.15625000e-01  1.75292001e-02 
 1.69845000e-05  5.15625000e-01  1.75290481e-02 
 1.69855000e-05  5.15625000e-01  1.75288782e-02 
 1.69865000e-05  5.15625000e-01  1.75287262e-02 
 1.69875000e-05  5.15625000e-01  1.75285564e-02 
 1.69885000e-05  5.15625000e-01  1.75284046e-02 
 1.69895000e-05  5.15625000e-01  1.75282349e-02 
 1.69905000e-05  5.15625000e-01  1.75280831e-02 
 1.69915000e-05  5.15625000e-01  1.75279134e-02 
 1.69925000e-05  5.15625000e-01  1.75277617e-02 
 1.69935000e-05  5.15625000e-01  1.75275922e-02 
 1.69945000e-05  5.15625000e-01  1.75274406e-02 
 1.69955000e-05  5.15625000e-01  1.75272711e-02 
 1.69965000e-05  5.15625000e-01  1.75271195e-02 
 1.69975000e-05  5.15625000e-01  1.75269501e-02 
 1.69985000e-05  5.15625000e-01  1.75267987e-02 
 1.69995000e-05  5.15625000e-01  1.75266294e-02 
 1.70005000e-05  5.15625000e-01  1.75264780e-02 
 1.70015000e-05  5.15625000e-01  1.75263088e-02 
 1.70025000e-05  5.15625000e-01  1.75261575e-02 
 1.70035000e-05  5.15625000e-01  1.75259883e-02 
 1.70045000e-05  5.15625000e-01  1.75258371e-02 
 1.70055000e-05  5.15625000e-01  1.75256680e-02 
 1.70065000e-05  5.15625000e-01  1.75255169e-02 
 1.70075000e-05  5.15625000e-01  1.75253479e-02 
 1.70085000e-05  5.15625000e-01  1.75251968e-02 
 1.70095000e-05  5.15625000e-01  1.75250279e-02 
 1.70105000e-05  5.15625000e-01  1.75248769e-02 
 1.70115000e-05  5.15625000e-01  1.75247081e-02 
 1.70125000e-05  5.15625000e-01  1.75245572e-02 
 1.70135000e-05  5.15625000e-01  1.75243884e-02 
 1.70145000e-05  5.15625000e-01  1.75242376e-02 
 1.70155000e-05  5.15625000e-01  1.75240689e-02 
 1.70165000e-05  5.15625000e-01  1.75239182e-02 
 1.70175000e-05  5.15625000e-01  1.75237496e-02 
 1.70185000e-05  5.15625000e-01  1.75235989e-02 
 1.70195000e-05  5.15625000e-01  1.75234304e-02 
 1.70205000e-05  5.15625000e-01  1.75232798e-02 
 1.70215000e-05  5.15625000e-01  1.75231114e-02 
 1.70225000e-05  5.15625000e-01  1.75229609e-02 
 1.70235000e-05  5.15625000e-01  1.75227925e-02 
 1.70245000e-05  5.15625000e-01  1.75226421e-02 
 1.70255000e-05  5.15625000e-01  1.75224738e-02 
 1.70265000e-05  5.15625000e-01  1.75223234e-02 
 1.70275000e-05  5.15625000e-01  1.75221553e-02 
 1.70285000e-05  5.15625000e-01  1.75220050e-02 
 1.70295000e-05  5.15625000e-01  1.75218369e-02 
 1.70305000e-05  5.15625000e-01  1.75216867e-02 
 1.70315000e-05  5.15625000e-01  1.75215186e-02 
 1.70325000e-05  5.15625000e-01  1.75213685e-02 
 1.70335000e-05  5.15625000e-01  1.75212006e-02 
 1.70345000e-05  5.15625000e-01  1.75210505e-02 
 1.70355000e-05  5.15625000e-01  1.75208827e-02 
 1.70365000e-05  5.15625000e-01  1.75207327e-02 
 1.70375000e-05  5.15625000e-01  1.75205649e-02 
 1.70385000e-05  5.15625000e-01  1.75204150e-02 
 1.70395000e-05  5.15625000e-01  1.75202473e-02 
 1.70405000e-05  5.15625000e-01  1.75200975e-02 
 1.70415000e-05  5.15625000e-01  1.75199299e-02 
 1.70425000e-05  5.15625000e-01  1.75197801e-02 
 1.70435000e-05  5.15625000e-01  1.75196126e-02 
 1.70445000e-05  5.15625000e-01  1.75194629e-02 
 1.70455000e-05  5.15625000e-01  1.75192954e-02 
 1.70465000e-05  5.15625000e-01  1.75191459e-02 
 1.70475000e-05  5.15625000e-01  1.75189785e-02 
 1.70485000e-05  5.15625000e-01  1.75188290e-02 
 1.70495000e-05  5.15625000e-01  1.75186617e-02 
 1.70505000e-05  5.15625000e-01  1.75185122e-02 
 1.70515000e-05  5.15625000e-01  1.75183450e-02 
 1.70525000e-05  5.15625000e-01  1.75181957e-02 
 1.70535000e-05  5.15625000e-01  1.75180285e-02 
 1.70545000e-05  5.15625000e-01  1.75178792e-02 
 1.70555000e-05  5.15625000e-01  1.75177122e-02 
 1.70565000e-05  5.15625000e-01  1.75175630e-02 
 1.70575000e-05  5.15625000e-01  1.75173960e-02 
 1.70585000e-05  5.15625000e-01  1.75172469e-02 
 1.70595000e-05  5.15625000e-01  1.75170799e-02 
 1.70605000e-05  5.15625000e-01  1.75169309e-02 
 1.70615000e-05  5.15625000e-01  1.75167641e-02 
 1.70625000e-05  5.15625000e-01  1.75166151e-02 
 1.70635000e-05  5.15625000e-01  1.75164483e-02 
 1.70645000e-05  5.15625000e-01  1.75162995e-02 
 1.70655000e-05  5.15625000e-01  1.75161328e-02 
 1.70665000e-05  5.15625000e-01  1.75159840e-02 
 1.70675000e-05  5.15625000e-01  1.75158174e-02 
 1.70685000e-05  5.15625000e-01  1.75156686e-02 
 1.70695000e-05  5.15625000e-01  1.75155021e-02 
 1.70705000e-05  5.15625000e-01  1.75153535e-02 
 1.70715000e-05  5.15625000e-01  1.75151870e-02 
 1.70725000e-05  5.15625000e-01  1.75150384e-02 
 1.70735000e-05  5.15625000e-01  1.75148721e-02 
 1.70745000e-05  5.15625000e-01  1.75147236e-02 
 1.70755000e-05  5.15625000e-01  1.75145573e-02 
 1.70765000e-05  5.15625000e-01  1.75144089e-02 
 1.70775000e-05  5.15625000e-01  1.75142427e-02 
 1.70785000e-05  5.15625000e-01  1.75140943e-02 
 1.70795000e-05  5.15625000e-01  1.75139282e-02 
 1.70805000e-05  5.15625000e-01  1.75137799e-02 
 1.70815000e-05  5.15625000e-01  1.75136139e-02 
 1.70825000e-05  5.15625000e-01  1.75134656e-02 
 1.70835000e-05  5.15625000e-01  1.75132997e-02 
 1.70845000e-05  5.15625000e-01  1.75131516e-02 
 1.70855000e-05  5.15625000e-01  1.75129857e-02 
 1.70865000e-05  5.15625000e-01  1.75128376e-02 
 1.70875000e-05  5.15625000e-01  1.75126718e-02 
 1.70885000e-05  5.15625000e-01  1.75125238e-02 
 1.70895000e-05  5.15625000e-01  1.75123581e-02 
 1.70905000e-05  5.15625000e-01  1.75122102e-02 
 1.70915000e-05  5.15625000e-01  1.75120445e-02 
 1.70925000e-05  5.15625000e-01  1.75118967e-02 
 1.70935000e-05  5.15625000e-01  1.75117311e-02 
 1.70945000e-05  5.15625000e-01  1.75115834e-02 
 1.70955000e-05  5.15625000e-01  1.75114179e-02 
 1.70965000e-05  5.15625000e-01  1.75112702e-02 
 1.70975000e-05  5.15625000e-01  1.75111048e-02 
 1.70985000e-05  5.15625000e-01  1.75109572e-02 
 1.70995000e-05  5.15625000e-01  1.75107919e-02 
 1.71000000e-05  5.15625000e-01  1.75107225e-02 
 1.71001000e-05  5.15625000e-01  1.75151324e-02 
 1.71003000e-05  5.15625000e-01  1.75208403e-02 
 1.71007000e-05  5.15625000e-01  1.75219744e-02 
 1.71015000e-05  5.15625000e-01  1.75198935e-02 
 1.71025000e-05  5.15625000e-01  1.75179364e-02 
 1.71035000e-05  5.15625000e-01  1.75156849e-02 
 1.71045000e-05  5.15625000e-01  1.75136537e-02 
 1.71055000e-05  5.15625000e-01  1.75115044e-02 
 1.71065000e-05  5.15625000e-01  1.75095088e-02 
 1.71075000e-05  5.15625000e-01  1.75074848e-02 
 1.71085000e-05  5.15625000e-01  1.75056755e-02 
 1.71095000e-05  5.15625000e-01  1.75040583e-02 
 1.71105000e-05  5.15625000e-01  1.75031363e-02 
 1.71115000e-05  5.15625000e-01  1.75036200e-02 
 1.71125000e-05  5.15625000e-01  1.75077700e-02 
 1.71135000e-05  5.15625000e-01  1.75206277e-02 
 1.71145000e-05  5.15625000e-01  1.75547340e-02 
 1.71155000e-05  5.15625000e-01  1.76387170e-02 
 1.71165000e-05  5.15625000e-01  1.78360504e-02 
 1.71175000e-05  5.15625000e-01  1.82771393e-02 
 1.71185000e-05  5.15625000e-01  1.92040983e-02 
 1.71195000e-05  5.15625000e-01  2.10215465e-02 
 1.71205000e-05  5.15625000e-01  2.43558926e-02 
 1.71215000e-05  5.15625000e-01  3.01969030e-02 
 1.71225000e-05  5.15625000e-01  4.03208504e-02 
 1.71235000e-05  5.15625000e-01  5.80892009e-02 
 1.71245000e-05  5.15625000e-01  8.76305487e-02 
 1.71255000e-05  5.15625000e-01  1.26419305e-01 
 1.71265000e-05  5.15625000e-01  1.64429948e-01 
 1.71275000e-05  5.15625000e-01  1.96259594e-01 
 1.71285000e-05  5.15625000e-01  2.24827822e-01 
 1.71295000e-05  5.15625000e-01  2.53382922e-01 
 1.71305000e-05  5.15625000e-01  2.82694631e-01 
 1.71315000e-05  5.15625000e-01  3.12490812e-01 
 1.71325000e-05  5.15625000e-01  3.42463843e-01 
 1.71335000e-05  5.15625000e-01  3.72514273e-01 
 1.71345000e-05  5.15625000e-01  4.02625364e-01 
 1.71355000e-05  5.15625000e-01  4.32839714e-01 
 1.71365000e-05  5.15625000e-01  4.63179087e-01 
 1.71375000e-05  5.15625000e-01  4.93665766e-01 
 1.71385000e-05  5.15625000e-01  5.24282485e-01 
 1.71395000e-05  5.15625000e-01  5.55048390e-01 
 1.71405000e-05  5.15625000e-01  5.86029500e-01 
 1.71415000e-05  5.15625000e-01  6.17388750e-01 
 1.71425000e-05  5.15625000e-01  6.49377409e-01 
 1.71435000e-05  5.15625000e-01  6.82358123e-01 
 1.71445000e-05  5.15625000e-01  7.16506990e-01 
 1.71455000e-05  5.15625000e-01  7.50301911e-01 
 1.71465000e-05  5.15625000e-01  7.78763445e-01 
 1.71475000e-05  5.15625000e-01  7.96312869e-01 
 1.71485000e-05  5.15625000e-01  8.03225432e-01 
 1.71495000e-05  5.15625000e-01  8.05175525e-01 
 1.71500000e-05  5.15625000e-01  8.05527507e-01 
 1.71501000e-05  5.15625000e-01  8.05574751e-01 
 1.71503000e-05  5.15625000e-01  8.05639366e-01 
 1.71507000e-05  5.15625000e-01  8.05718511e-01 
 1.71515000e-05  5.15625000e-01  8.05818298e-01 
 1.71525000e-05  5.15625000e-01  8.05869088e-01 
 1.71535000e-05  5.15625000e-01  8.05892580e-01 
 1.71545000e-05  5.15625000e-01  8.05899410e-01 
 1.71555000e-05  5.15625000e-01  8.05905115e-01 
 1.71565000e-05  5.15625000e-01  8.05905852e-01 
 1.71575000e-05  5.15625000e-01  8.05908642e-01 
 1.71585000e-05  5.15625000e-01  8.05908797e-01 
 1.71595000e-05  5.15625000e-01  8.05910932e-01 
 1.71605000e-05  5.15625000e-01  8.05911205e-01 
 1.71615000e-05  5.15625000e-01  8.05913038e-01 
 1.71625000e-05  5.15625000e-01  8.05913430e-01 
 1.71635000e-05  5.15625000e-01  8.05915017e-01 
 1.71645000e-05  5.15625000e-01  8.05915455e-01 
 1.71655000e-05  5.15625000e-01  8.05916812e-01 
 1.71665000e-05  5.15625000e-01  8.05917234e-01 
 1.71675000e-05  5.15625000e-01  8.05918370e-01 
 1.71685000e-05  5.15625000e-01  8.05918731e-01 
 1.71695000e-05  5.15625000e-01  8.05919648e-01 
 1.71705000e-05  5.15625000e-01  8.05919889e-01 
 1.71715000e-05  5.15625000e-01  8.05920519e-01 
 1.71725000e-05  5.15625000e-01  8.05920451e-01 
 1.71735000e-05  5.15625000e-01  8.05921103e-01 
 1.71745000e-05  5.15625000e-01  8.05920340e-01 
 1.71755000e-05  5.15625000e-01  8.05920047e-01 
 1.71765000e-05  5.15625000e-01  8.05918699e-01 
 1.71775000e-05  5.15625000e-01  8.05917686e-01 
 1.71785000e-05  5.15625000e-01  8.05915977e-01 
 1.71795000e-05  5.15625000e-01  8.05914856e-01 
 1.71805000e-05  5.15625000e-01  8.05913505e-01 
 1.71815000e-05  5.15625000e-01  8.05912894e-01 
 1.71825000e-05  5.15625000e-01  8.05912219e-01 
 1.71835000e-05  5.15625000e-01  8.05912270e-01 
 1.71845000e-05  5.15625000e-01  8.05912215e-01 
 1.71855000e-05  5.15625000e-01  8.05912329e-01 
 1.71865000e-05  5.15625000e-01  8.05912452e-01 
 1.71875000e-05  5.15625000e-01  8.05912790e-01 
 1.71885000e-05  5.15625000e-01  8.05913060e-01 
 1.71895000e-05  5.15625000e-01  8.05913507e-01 
 1.71905000e-05  5.15625000e-01  8.05913841e-01 
 1.71915000e-05  5.15625000e-01  8.05914319e-01 
 1.71925000e-05  5.15625000e-01  8.05914654e-01 
 1.71935000e-05  5.15625000e-01  8.05915108e-01 
 1.71945000e-05  5.15625000e-01  8.05915399e-01 
 1.71950000e-05  5.15625000e-01  8.05915629e-01 
 1.71951000e-05  5.15625000e-01  8.05909166e-01 
 1.71953000e-05  5.15625000e-01  8.05945011e-01 
 1.71957000e-05  5.15625000e-01  8.06010937e-01 
 1.71965000e-05  5.15625000e-01  8.06200738e-01 
 1.71975000e-05  5.15625000e-01  8.08585547e-01 
 1.71985000e-05  5.15625000e-01  8.10641187e-01 
 1.71995000e-05  5.15625000e-01  8.06402410e-01 
 1.72000000e-05  5.15625000e-01  8.06697830e-01 
 1.72001000e-05  5.15625000e-01  8.06574763e-01 
 1.72003000e-05  5.15625000e-01  8.06294317e-01 
 1.72007000e-05  5.15625000e-01  8.06093501e-01 
 1.72015000e-05  5.15625000e-01  8.05804290e-01 
 1.72025000e-05  5.15625000e-01  8.05621144e-01 
 1.72035000e-05  5.15625000e-01  8.05559856e-01 
 1.72045000e-05  5.15625000e-01  8.05507880e-01 
 1.72055000e-05  5.15625000e-01  8.05510151e-01 
 1.72065000e-05  5.15625000e-01  8.05479088e-01 
 1.72075000e-05  5.15625000e-01  8.05495195e-01 
 1.72085000e-05  5.15625000e-01  8.05468224e-01 
 1.72095000e-05  5.15625000e-01  8.05487782e-01 
 1.72105000e-05  5.15625000e-01  8.05462692e-01 
 1.72115000e-05  5.15625000e-01  8.05482675e-01 
 1.72125000e-05  5.15625000e-01  8.05459419e-01 
 1.72135000e-05  5.15625000e-01  8.05478614e-01 
 1.72145000e-05  5.15625000e-01  8.05457342e-01 
 1.72155000e-05  5.15625000e-01  8.05475194e-01 
 1.72165000e-05  5.15625000e-01  8.05455972e-01 
 1.72175000e-05  5.15625000e-01  8.05472247e-01 
 1.72185000e-05  5.15625000e-01  8.05455043e-01 
 1.72195000e-05  5.15625000e-01  8.05469681e-01 
 1.72205000e-05  5.15625000e-01  8.05454399e-01 
 1.72215000e-05  5.15625000e-01  8.05467440e-01 
 1.72225000e-05  5.15625000e-01  8.05453941e-01 
 1.72235000e-05  5.15625000e-01  8.05465477e-01 
 1.72245000e-05  5.15625000e-01  8.05453605e-01 
 1.72255000e-05  5.15625000e-01  8.05463756e-01 
 1.72265000e-05  5.15625000e-01  8.05453350e-01 
 1.72275000e-05  5.15625000e-01  8.05462246e-01 
 1.72285000e-05  5.15625000e-01  8.05453147e-01 
 1.72295000e-05  5.15625000e-01  8.05460919e-01 
 1.72305000e-05  5.15625000e-01  8.05452977e-01 
 1.72315000e-05  5.15625000e-01  8.05459751e-01 
 1.72325000e-05  5.15625000e-01  8.05452828e-01 
 1.72335000e-05  5.15625000e-01  8.05458722e-01 
 1.72345000e-05  5.15625000e-01  8.05452692e-01 
 1.72355000e-05  5.15625000e-01  8.05457812e-01 
 1.72365000e-05  5.15625000e-01  8.05452564e-01 
 1.72375000e-05  5.15625000e-01  8.05457007e-01 
 1.72385000e-05  5.15625000e-01  8.05452440e-01 
 1.72395000e-05  5.15625000e-01  8.05456293e-01 
 1.72405000e-05  5.15625000e-01  8.05452325e-01 
 1.72415000e-05  5.15625000e-01  8.05455662e-01 
 1.72425000e-05  5.15625000e-01  8.05452205e-01 
 1.72435000e-05  5.15625000e-01  8.05455096e-01 
 1.72445000e-05  5.15625000e-01  8.05452086e-01 
 1.72455000e-05  5.15625000e-01  8.05454589e-01 
 1.72465000e-05  5.15625000e-01  8.05451967e-01 
 1.72475000e-05  5.15625000e-01  8.05454135e-01 
 1.72485000e-05  5.15625000e-01  8.05451850e-01 
 1.72495000e-05  5.15625000e-01  8.05453727e-01 
 1.72500000e-05  5.15625000e-01  8.05451853e-01 
 1.72501000e-05  5.15625000e-01  8.05434957e-01 
 1.72503000e-05  5.15625000e-01  8.05393113e-01 
 1.72507000e-05  5.15625000e-01  8.05321751e-01 
 1.72515000e-05  5.15625000e-01  8.05257769e-01 
 1.72525000e-05  5.15625000e-01  8.05261045e-01 
 1.72535000e-05  5.15625000e-01  8.05339169e-01 
 1.72545000e-05  5.15625000e-01  8.05513294e-01 
 1.72555000e-05  5.15625000e-01  8.05889627e-01 
 1.72565000e-05  5.15625000e-01  8.06725940e-01 
 1.72575000e-05  5.15625000e-01  8.08659828e-01 
 1.72585000e-05  5.15625000e-01  8.13207520e-01 
 1.72595000e-05  5.15625000e-01  8.23986147e-01 
 1.72605000e-05  5.15625000e-01  8.49566160e-01 
 1.72615000e-05  5.15625000e-01  9.11749578e-01 
 1.72616250e-05  5.15625000e-01  9.24970667e-01 
 1.72618750e-05  5.15625000e-01  9.57026070e-01 
 1.72623750e-05  5.15625000e-01  1.05503213e+00 
 1.72632236e-05  5.15625000e-01  1.25888012e+00 
 1.72640081e-05  5.15625000e-01  1.39091779e+00 
 1.72647276e-05  5.15625000e-01  1.35545833e+00 
 1.72657276e-05  5.15625000e-01  1.23989373e+00 
 1.72667276e-05  5.15625000e-01  1.20149010e+00 
 1.72677276e-05  5.15625000e-01  1.21362484e+00 
 1.72687276e-05  5.15625000e-01  1.24238387e+00 
 1.72697276e-05  5.15625000e-01  1.26900830e+00 
 1.72707276e-05  5.15625000e-01  1.29937982e+00 
 1.72717276e-05  5.15625000e-01  1.32852015e+00 
 1.72727276e-05  5.15625000e-01  1.36300454e+00 
 1.72737276e-05  5.15625000e-01  1.39901796e+00 
 1.72747276e-05  5.15625000e-01  1.44239773e+00 
 1.72757276e-05  5.15625000e-01  1.49040175e+00 
 1.72767276e-05  5.15625000e-01  1.54571617e+00 
 1.72777276e-05  5.15625000e-01  1.60076991e+00 
 1.72787276e-05  5.15625000e-01  1.65142312e+00 
 1.72797276e-05  5.15625000e-01  1.69111101e+00 
 1.72807276e-05  5.15625000e-01  1.72164548e+00 
 1.72817276e-05  5.15625000e-01  1.74253802e+00 
 1.72827276e-05  5.15625000e-01  1.75773906e+00 
 1.72837276e-05  5.15625000e-01  1.76726959e+00 
 1.72847276e-05  5.15625000e-01  1.77454324e+00 
 1.72857276e-05  5.15625000e-01  1.77885044e+00 
 1.72867276e-05  5.15625000e-01  1.78269025e+00 
 1.72877276e-05  5.15625000e-01  1.78478833e+00 
 1.72887276e-05  5.15625000e-01  1.78712320e+00 
 1.72897276e-05  5.15625000e-01  1.78822588e+00 
 1.72907276e-05  5.15625000e-01  1.78982579e+00 
 1.72917276e-05  5.15625000e-01  1.79042876e+00 
 1.72927276e-05  5.15625000e-01  1.79162392e+00 
 1.72937276e-05  5.15625000e-01  1.79195055e+00 
 1.72947276e-05  5.15625000e-01  1.79289920e+00 
 1.72957276e-05  5.15625000e-01  1.79306135e+00 
 1.72967276e-05  5.15625000e-01  1.79384730e+00 
 1.72977276e-05  5.15625000e-01  1.79390624e+00 
 1.72987276e-05  5.15625000e-01  1.79457785e+00 
 1.72997276e-05  5.15625000e-01  1.79456970e+00 
 1.73000000e-05  5.15625000e-01  1.79494810e+00 
 1.73001000e-05  5.15625000e-01  1.79483363e+00 
 1.73003000e-05  5.15625000e-01  1.79487990e+00 
 1.73007000e-05  5.15625000e-01  1.79500822e+00 
 1.73015000e-05  5.15625000e-01  1.79520632e+00 
 1.73025000e-05  5.15625000e-01  1.79545994e+00 
 1.73035000e-05  5.15625000e-01  1.79566557e+00 
 1.73045000e-05  5.15625000e-01  1.79587688e+00 
 1.73055000e-05  5.15625000e-01  1.79604684e+00 
 1.73065000e-05  5.15625000e-01  1.79622585e+00 
 1.73075000e-05  5.15625000e-01  1.79636830e+00 
 1.73085000e-05  5.15625000e-01  1.79652194e+00 
 1.73095000e-05  5.15625000e-01  1.79664278e+00 
 1.73105000e-05  5.15625000e-01  1.79677616e+00 
 1.73115000e-05  5.15625000e-01  1.79687975e+00 
 1.73125000e-05  5.15625000e-01  1.79699669e+00 
 1.73135000e-05  5.15625000e-01  1.79708632e+00 
 1.73145000e-05  5.15625000e-01  1.79718972e+00 
 1.73155000e-05  5.15625000e-01  1.79726791e+00 
 1.73165000e-05  5.15625000e-01  1.79736004e+00 
 1.73175000e-05  5.15625000e-01  1.79742874e+00 
 1.73185000e-05  5.15625000e-01  1.79751138e+00 
 1.73195000e-05  5.15625000e-01  1.79757215e+00 
 1.73205000e-05  5.15625000e-01  1.79764672e+00 
 1.73215000e-05  5.15625000e-01  1.79770080e+00 
 1.73225000e-05  5.15625000e-01  1.79776843e+00 
 1.73235000e-05  5.15625000e-01  1.79781681e+00 
 1.73245000e-05  5.15625000e-01  1.79787845e+00 
 1.73255000e-05  5.15625000e-01  1.79792196e+00 
 1.73265000e-05  5.15625000e-01  1.79797837e+00 
 1.73275000e-05  5.15625000e-01  1.79801768e+00 
 1.73285000e-05  5.15625000e-01  1.79806951e+00 
 1.73295000e-05  5.15625000e-01  1.79810517e+00 
 1.73305000e-05  5.15625000e-01  1.79815296e+00 
 1.73315000e-05  5.15625000e-01  1.79818544e+00 
 1.73325000e-05  5.15625000e-01  1.79822964e+00 
 1.73335000e-05  5.15625000e-01  1.79825933e+00 
 1.73345000e-05  5.15625000e-01  1.79830034e+00 
 1.73355000e-05  5.15625000e-01  1.79832758e+00 
 1.73365000e-05  5.15625000e-01  1.79836572e+00 
 1.73375000e-05  5.15625000e-01  1.79839080e+00 
 1.73385000e-05  5.15625000e-01  1.79842636e+00 
 1.73395000e-05  5.15625000e-01  1.79844952e+00 
 1.73405000e-05  5.15625000e-01  1.79848275e+00 
 1.73415000e-05  5.15625000e-01  1.79850419e+00 
 1.73425000e-05  5.15625000e-01  1.79853531e+00 
 1.73435000e-05  5.15625000e-01  1.79855522e+00 
 1.73445000e-05  5.15625000e-01  1.79858443e+00 
 1.73455000e-05  5.15625000e-01  1.79860296e+00 
 1.73465000e-05  5.15625000e-01  1.79863042e+00 
 1.73475000e-05  5.15625000e-01  1.79864772e+00 
 1.73485000e-05  5.15625000e-01  1.79867357e+00 
 1.73495000e-05  5.15625000e-01  1.79868975e+00 
 1.73505000e-05  5.15625000e-01  1.79871413e+00 
 1.73515000e-05  5.15625000e-01  1.79872931e+00 
