 time            v(D_latch)      v(Aout)        
 0.00000000e+00  1.80000000e+00  7.22883884e-01 
 1.00000000e-10  1.80000000e+00  7.23010304e-01 
 1.16943597e-10  1.80000000e+00  7.23029398e-01 
 1.50830790e-10  1.80000000e+00  7.23052444e-01 
 2.18605176e-10  1.80000000e+00  7.23037277e-01 
 3.54153949e-10  1.80000000e+00  7.22969718e-01 
 5.89770787e-10  1.80000000e+00  7.22876162e-01 
 1.06100446e-09  1.80000000e+00  7.22709324e-01 
 2.00347182e-09  1.80000000e+00  7.22007072e-01 
 2.87256243e-09  1.80000000e+00  7.21950644e-01 
 4.61074365e-09  1.80000000e+00  7.23417757e-01 
 8.08710610e-09  1.80000000e+00  7.23228137e-01 
 1.27597550e-08  1.80000000e+00  7.22533809e-01 
 2.21050528e-08  1.80000000e+00  7.23087599e-01 
 3.21050528e-08  1.80000000e+00  7.22757667e-01 
 4.21050528e-08  1.80000000e+00  7.22982358e-01 
 5.21050528e-08  1.80000000e+00  7.22826926e-01 
 6.21050528e-08  1.80000000e+00  7.22916461e-01 
 7.21050528e-08  1.80000000e+00  7.22864603e-01 
 8.21050528e-08  1.80000000e+00  7.22897754e-01 
 9.21050528e-08  1.80000000e+00  7.22871647e-01 
 1.00000000e-07  1.80000000e+00  7.22897384e-01 
 1.01000000e-07  1.80000000e+00  7.22882476e-01 
 1.03000000e-07  1.80000000e+00  7.22877972e-01 
 1.07000000e-07  1.80000000e+00  7.22884804e-01 
 1.15000000e-07  1.80000000e+00  7.22878179e-01 
 1.25000000e-07  1.80000000e+00  7.22886292e-01 
 1.35000000e-07  1.80000000e+00  7.23244625e-01 
 1.45000000e-07  1.80000000e+00  7.97731163e-01 
 1.55000000e-07  1.80000000e+00  9.31812472e-01 
 1.65000000e-07  1.80000000e+00  9.68205180e-01 
 1.75000000e-07  1.80000000e+00  9.75533128e-01 
 1.85000000e-07  1.80000000e+00  9.85545252e-01 
 1.95000000e-07  1.80000000e+00  9.83808964e-01 
 2.00000000e-07  1.80000000e+00  9.87369483e-01 
 2.01000000e-07  1.80000000e+00  9.86764128e-01 
 2.03000000e-07  1.80000000e+00  9.86350625e-01 
 2.07000000e-07  1.80000000e+00  9.86684062e-01 
 2.15000000e-07  1.80000000e+00  9.86996096e-01 
 2.25000000e-07  1.80000000e+00  9.87159712e-01 
 2.35000000e-07  1.80000000e+00  9.87263965e-01 
 2.45000000e-07  1.80000000e+00  9.87273776e-01 
 2.55000000e-07  1.80000000e+00  9.87305752e-01 
 2.65000000e-07  1.80000000e+00  9.87300643e-01 
 2.75000000e-07  1.80000000e+00  9.87307841e-01 
 2.85000000e-07  1.80000000e+00  9.87310580e-01 
 2.95000000e-07  1.80000000e+00  9.87304898e-01 
 3.05000000e-07  1.80000000e+00  9.87315637e-01 
 3.15000000e-07  1.80000000e+00  9.87303092e-01 
 3.25000000e-07  1.80000000e+00  9.87318231e-01 
 3.35000000e-07  1.80000000e+00  9.87302900e-01 
 3.45000000e-07  1.80000000e+00  9.87319355e-01 
 3.55000000e-07  1.80000000e+00  9.87303783e-01 
 3.65000000e-07  1.80000000e+00  9.87319692e-01 
 3.75000000e-07  1.80000000e+00  9.87305199e-01 
 3.85000000e-07  1.80000000e+00  9.87319710e-01 
 3.95000000e-07  1.80000000e+00  9.87306783e-01 
 4.05000000e-07  1.80000000e+00  9.87319675e-01 
 4.15000000e-07  1.80000000e+00  9.87308341e-01 
 4.25000000e-07  1.80000000e+00  9.87319554e-01 
 4.35000000e-07  1.80000000e+00  9.87309537e-01 
 4.45000000e-07  1.80000000e+00  9.87319597e-01 
 4.55000000e-07  1.80000000e+00  9.87310838e-01 
 4.65000000e-07  1.80000000e+00  9.87319839e-01 
 4.75000000e-07  1.80000000e+00  9.87312079e-01 
 4.85000000e-07  1.80000000e+00  9.87320167e-01 
 4.95000000e-07  1.80000000e+00  9.87313230e-01 
 5.05000000e-07  1.80000000e+00  9.87320594e-01 
 5.15000000e-07  1.80000000e+00  9.87314326e-01 
 5.25000000e-07  1.80000000e+00  9.87321078e-01 
 5.35000000e-07  1.80000000e+00  9.87315377e-01 
 5.45000000e-07  1.80000000e+00  9.87321603e-01 
 5.55000000e-07  1.80000000e+00  9.87316392e-01 
 5.65000000e-07  1.80000000e+00  9.87322156e-01 
 5.75000000e-07  1.80000000e+00  9.87317379e-01 
 5.85000000e-07  1.80000000e+00  9.87322737e-01 
 5.95000000e-07  1.80000000e+00  9.87318343e-01 
 6.05000000e-07  1.80000000e+00  9.87323343e-01 
 6.15000000e-07  1.80000000e+00  9.87319285e-01 
 6.25000000e-07  1.80000000e+00  9.87323967e-01 
 6.35000000e-07  1.80000000e+00  9.87320209e-01 
 6.45000000e-07  1.80000000e+00  9.87324608e-01 
 6.55000000e-07  1.80000000e+00  9.87321114e-01 
 6.65000000e-07  1.80000000e+00  9.87325264e-01 
 6.75000000e-07  1.80000000e+00  9.87322003e-01 
 6.85000000e-07  1.80000000e+00  9.87325932e-01 
 6.95000000e-07  1.80000000e+00  9.87322880e-01 
 7.05000000e-07  1.80000000e+00  9.87326612e-01 
 7.15000000e-07  1.80000000e+00  9.87323746e-01 
 7.25000000e-07  1.80000000e+00  9.87327302e-01 
 7.35000000e-07  1.80000000e+00  9.87324601e-01 
 7.45000000e-07  1.80000000e+00  9.87328000e-01 
 7.55000000e-07  1.80000000e+00  9.87325447e-01 
 7.65000000e-07  1.80000000e+00  9.87328703e-01 
 7.75000000e-07  1.80000000e+00  9.87326284e-01 
 7.85000000e-07  1.80000000e+00  9.87329413e-01 
 7.95000000e-07  1.80000000e+00  9.87327117e-01 
 8.05000000e-07  1.80000000e+00  9.87330128e-01 
 8.15000000e-07  1.80000000e+00  9.87327945e-01 
 8.25000000e-07  1.80000000e+00  9.87330848e-01 
 8.35000000e-07  1.80000000e+00  9.87328766e-01 
 8.45000000e-07  1.80000000e+00  9.87331571e-01 
 8.55000000e-07  1.80000000e+00  9.87329586e-01 
 8.65000000e-07  1.80000000e+00  9.87332297e-01 
 8.75000000e-07  1.80000000e+00  9.87330401e-01 
 8.85000000e-07  1.80000000e+00  9.87333026e-01 
 8.95000000e-07  1.80000000e+00  9.87331212e-01 
 9.05000000e-07  1.80000000e+00  9.87333757e-01 
 9.15000000e-07  1.80000000e+00  9.87332022e-01 
 9.25000000e-07  1.80000000e+00  9.87334489e-01 
 9.35000000e-07  1.80000000e+00  9.87332828e-01 
 9.45000000e-07  1.80000000e+00  9.87335224e-01 
 9.55000000e-07  1.80000000e+00  9.87333633e-01 
 9.65000000e-07  1.80000000e+00  9.87335959e-01 
 9.75000000e-07  1.80000000e+00  9.87334435e-01 
 9.85000000e-07  1.80000000e+00  9.87336695e-01 
 9.95000000e-07  1.80000000e+00  9.87335237e-01 
 1.00000000e-06  1.80000000e+00  9.87337224e-01 
 1.00014502e-06  1.80000000e+00  9.91464290e-01 
 1.00043506e-06  1.80000000e+00  1.00047003e+00 
 1.00062724e-06  1.80000000e+00  1.00465022e+00 
 1.00088799e-06  1.80000000e+00  1.00660317e+00 
 1.00116118e-06  1.80000000e+00  1.00629062e+00 
 1.00144207e-06  1.80000000e+00  1.00423817e+00 
 1.00192731e-06  1.80000000e+00  9.99481087e-01 
 1.00239971e-06  1.80000000e+00  9.94837699e-01 
 1.00334451e-06  1.80000000e+00  9.88798061e-01 
 1.00471682e-06  1.80000000e+00  9.86107146e-01 
 1.00699871e-06  1.80000000e+00  9.86588875e-01 
 1.01092778e-06  1.80000000e+00  9.86658173e-01 
 1.01716020e-06  1.80000000e+00  9.86057378e-01 
 1.02716020e-06  1.80000000e+00  9.85890227e-01 
 1.03716020e-06  1.80000000e+00  9.85384912e-01 
 1.04716020e-06  1.80000000e+00  9.85284814e-01 
 1.05716020e-06  1.80000000e+00  9.84987404e-01 
 1.06716020e-06  1.80000000e+00  9.84912076e-01 
 1.07716020e-06  1.80000000e+00  9.84748852e-01 
 1.08716020e-06  1.80000000e+00  9.84685845e-01 
 1.09716020e-06  1.80000000e+00  9.84603323e-01 
 1.10716020e-06  1.80000000e+00  9.84550526e-01 
 1.11716020e-06  1.80000000e+00  9.84513260e-01 
 1.12716020e-06  1.80000000e+00  9.84470690e-01 
 1.13716020e-06  1.80000000e+00  9.84456994e-01 
 1.14716020e-06  1.80000000e+00  9.84424154e-01 
 1.15716020e-06  1.80000000e+00  9.84421745e-01 
 1.16716020e-06  1.80000000e+00  9.84397307e-01 
 1.17716020e-06  1.80000000e+00  9.84399757e-01 
 1.18716020e-06  1.80000000e+00  9.84381963e-01 
 1.19716020e-06  1.80000000e+00  9.84386200e-01 
 1.20716020e-06  1.80000000e+00  9.84373296e-01 
 1.21716020e-06  1.80000000e+00  9.84378003e-01 
 1.22716020e-06  1.80000000e+00  9.84368501e-01 
 1.23716020e-06  1.80000000e+00  9.84373188e-01 
 1.24716020e-06  1.80000000e+00  9.84365967e-01 
 1.25716020e-06  1.80000000e+00  9.84370485e-01 
 1.26716020e-06  1.80000000e+00  9.84364770e-01 
 1.27716020e-06  1.80000000e+00  9.84369084e-01 
 1.28716020e-06  1.80000000e+00  9.84364379e-01 
 1.29716020e-06  1.80000000e+00  9.84368475e-01 
 1.30716020e-06  1.80000000e+00  9.84364480e-01 
 1.31716020e-06  1.80000000e+00  9.84368337e-01 
 1.32716020e-06  1.80000000e+00  9.84364885e-01 
 1.33716020e-06  1.80000000e+00  9.84368482e-01 
 1.34716020e-06  1.80000000e+00  9.84365481e-01 
 1.35716020e-06  1.80000000e+00  9.84368792e-01 
 1.36716020e-06  1.80000000e+00  9.84366195e-01 
 1.37716020e-06  1.80000000e+00  9.84369202e-01 
 1.38716020e-06  1.80000000e+00  9.84366982e-01 
 1.39716020e-06  1.80000000e+00  9.84369671e-01 
 1.40716020e-06  1.80000000e+00  9.84367813e-01 
 1.41716020e-06  1.80000000e+00  9.84370177e-01 
 1.42716020e-06  1.80000000e+00  9.84368670e-01 
 1.43716020e-06  1.80000000e+00  9.84370706e-01 
 1.44716020e-06  1.80000000e+00  9.84369541e-01 
 1.45716020e-06  1.80000000e+00  9.84371251e-01 
 1.46716020e-06  1.80000000e+00  9.84370416e-01 
 1.47716020e-06  1.80000000e+00  9.84371807e-01 
 1.48716020e-06  1.80000000e+00  9.84371295e-01 
 1.49716020e-06  1.80000000e+00  9.84372370e-01 
 1.50716020e-06  1.80000000e+00  9.84372171e-01 
 1.51716020e-06  1.80000000e+00  9.84372940e-01 
 1.52716020e-06  1.80000000e+00  9.84373047e-01 
 1.53716020e-06  1.80000000e+00  9.84373516e-01 
 1.54716020e-06  1.80000000e+00  9.84373919e-01 
 1.55716020e-06  1.80000000e+00  9.84374097e-01 
 1.56716020e-06  1.80000000e+00  9.84374787e-01 
 1.57716020e-06  1.80000000e+00  9.84374680e-01 
 1.58716020e-06  1.80000000e+00  9.84375653e-01 
 1.59716020e-06  1.80000000e+00  9.84375270e-01 
 1.60716020e-06  1.80000000e+00  9.84376514e-01 
 1.61716020e-06  1.80000000e+00  9.84375860e-01 
 1.62716020e-06  1.80000000e+00  9.84377370e-01 
 1.63716020e-06  1.80000000e+00  9.84376454e-01 
 1.64716020e-06  1.80000000e+00  9.84378223e-01 
 1.65716020e-06  1.80000000e+00  9.84377053e-01 
 1.66716020e-06  1.80000000e+00  9.84379074e-01 
 1.67716020e-06  1.80000000e+00  9.84377654e-01 
 1.68716020e-06  1.80000000e+00  9.84379919e-01 
 1.69716020e-06  1.80000000e+00  9.84378259e-01 
 1.70716020e-06  1.80000000e+00  9.84380762e-01 
 1.71716020e-06  1.80000000e+00  9.84378867e-01 
 1.72716020e-06  1.80000000e+00  9.84381601e-01 
 1.73716020e-06  1.80000000e+00  9.84379478e-01 
 1.74716020e-06  1.80000000e+00  9.84382436e-01 
 1.75716020e-06  1.80000000e+00  9.84380092e-01 
 1.76716020e-06  1.80000000e+00  9.84383267e-01 
 1.77716020e-06  1.80000000e+00  9.84380708e-01 
 1.78716020e-06  1.80000000e+00  9.84384095e-01 
 1.79716020e-06  1.80000000e+00  9.84381327e-01 
 1.80716020e-06  1.80000000e+00  9.84384919e-01 
 1.81716020e-06  1.80000000e+00  9.84381949e-01 
 1.82716020e-06  1.80000000e+00  9.84385741e-01 
 1.83716020e-06  1.80000000e+00  9.84382574e-01 
 1.84716020e-06  1.80000000e+00  9.84386559e-01 
 1.85716020e-06  1.80000000e+00  9.84383201e-01 
 1.86716020e-06  1.80000000e+00  9.84387374e-01 
 1.87716020e-06  1.80000000e+00  9.84383831e-01 
 1.88716020e-06  1.80000000e+00  9.84388185e-01 
 1.89716020e-06  1.80000000e+00  9.84384461e-01 
 1.90716020e-06  1.80000000e+00  9.84388992e-01 
 1.91716020e-06  1.80000000e+00  9.84385095e-01 
 1.92716020e-06  1.80000000e+00  9.84389797e-01 
 1.93716020e-06  1.80000000e+00  9.84385733e-01 
 1.94716020e-06  1.80000000e+00  9.84390599e-01 
 1.95716020e-06  1.80000000e+00  9.84386371e-01 
 1.96716020e-06  1.80000000e+00  9.84391397e-01 
 1.97716020e-06  1.80000000e+00  9.84387011e-01 
 1.98716020e-06  1.80000000e+00  9.84392192e-01 
 1.99716020e-06  1.80000000e+00  9.84387654e-01 
 2.00716020e-06  1.80000000e+00  9.84392986e-01 
 2.01716020e-06  1.80000000e+00  9.84388301e-01 
 2.02716020e-06  1.80000000e+00  9.84393776e-01 
 2.03716020e-06  1.80000000e+00  9.84388948e-01 
 2.04716020e-06  1.80000000e+00  9.84394564e-01 
 2.05716020e-06  1.80000000e+00  9.84389598e-01 
 2.06716020e-06  1.80000000e+00  9.84395348e-01 
 2.07716020e-06  1.80000000e+00  9.84390250e-01 
 2.08716020e-06  1.80000000e+00  9.84396130e-01 
 2.09716020e-06  1.80000000e+00  9.84390904e-01 
 2.10716020e-06  1.80000000e+00  9.84396910e-01 
 2.11716020e-06  1.80000000e+00  9.84391560e-01 
 2.12716020e-06  1.80000000e+00  9.84397687e-01 
 2.13716020e-06  1.80000000e+00  9.84392218e-01 
 2.14716020e-06  1.80000000e+00  9.84398462e-01 
 2.15716020e-06  1.80000000e+00  9.84392877e-01 
 2.16716020e-06  1.80000000e+00  9.84399232e-01 
 2.17716020e-06  1.80000000e+00  9.84393536e-01 
 2.18716020e-06  1.80000000e+00  9.84399999e-01 
 2.19716020e-06  1.80000000e+00  9.84394197e-01 
 2.20716020e-06  1.80000000e+00  9.84400764e-01 
 2.21716020e-06  1.80000000e+00  9.84394861e-01 
 2.22716020e-06  1.80000000e+00  9.84401530e-01 
 2.23716020e-06  1.80000000e+00  9.84395529e-01 
 2.24716020e-06  1.80000000e+00  9.84402294e-01 
 2.25716020e-06  1.80000000e+00  9.84396199e-01 
 2.26716020e-06  1.80000000e+00  9.84403055e-01 
 2.27716020e-06  1.80000000e+00  9.84396869e-01 
 2.28716020e-06  1.80000000e+00  9.84403813e-01 
 2.29716020e-06  1.80000000e+00  9.84397541e-01 
 2.30716020e-06  1.80000000e+00  9.84404568e-01 
 2.31716020e-06  1.80000000e+00  9.84398211e-01 
 2.32716020e-06  1.80000000e+00  9.84405319e-01 
 2.33716020e-06  1.80000000e+00  9.84398884e-01 
 2.34716020e-06  1.80000000e+00  9.84406070e-01 
 2.35716020e-06  1.80000000e+00  9.84399558e-01 
 2.36716020e-06  1.80000000e+00  9.84406819e-01 
 2.37716020e-06  1.80000000e+00  9.84400235e-01 
 2.38716020e-06  1.80000000e+00  9.84407565e-01 
 2.39716020e-06  1.80000000e+00  9.84400913e-01 
 2.40716020e-06  1.80000000e+00  9.84408310e-01 
 2.41716020e-06  1.80000000e+00  9.84401592e-01 
 2.42716020e-06  1.80000000e+00  9.84409054e-01 
 2.43716020e-06  1.80000000e+00  9.84402273e-01 
 2.44716020e-06  1.80000000e+00  9.84409794e-01 
 2.45716020e-06  1.80000000e+00  9.84402954e-01 
 2.46716020e-06  1.80000000e+00  9.84410532e-01 
 2.47716020e-06  1.80000000e+00  9.84403636e-01 
 2.48716020e-06  1.80000000e+00  9.84411269e-01 
 2.49716020e-06  1.80000000e+00  9.84404320e-01 
 2.50716020e-06  1.80000000e+00  9.84412004e-01 
 2.51716020e-06  1.80000000e+00  9.84405003e-01 
 2.52716020e-06  1.80000000e+00  9.84412736e-01 
 2.53716020e-06  1.80000000e+00  9.84405690e-01 
 2.54716020e-06  1.80000000e+00  9.84413469e-01 
 2.55716020e-06  1.80000000e+00  9.84406377e-01 
 2.56716020e-06  1.80000000e+00  9.84414199e-01 
 2.57716020e-06  1.80000000e+00  9.84407066e-01 
 2.58716020e-06  1.80000000e+00  9.84414927e-01 
 2.59716020e-06  1.80000000e+00  9.84407755e-01 
 2.60000000e-06  1.80000000e+00  9.84415423e-01 
 2.60100000e-06  1.80000000e+00  9.84411700e-01 
 2.60300000e-06  1.80000000e+00  9.84411685e-01 
 2.60700000e-06  1.80000000e+00  9.84411852e-01 
 2.61500000e-06  1.80000000e+00  9.84412194e-01 
 2.62500000e-06  1.80000000e+00  9.84413373e-01 
 2.63500000e-06  1.80000000e+00  9.84426132e-01 
 2.64500000e-06  1.80000000e+00  9.84509682e-01 
 2.65500000e-06  1.80000000e+00  9.52834230e-01 
 2.66207462e-06  1.80000000e+00  8.16481786e-01 
 2.66858400e-06  1.80000000e+00  7.43688436e-01 
 2.67701969e-06  1.80000000e+00  7.83182227e-01 
 2.68701969e-06  1.80000000e+00  7.62008228e-01 
 2.69701969e-06  1.80000000e+00  7.71254167e-01 
 2.70000000e-06  1.80000000e+00  7.73406612e-01 
 2.70100000e-06  1.80000000e+00  7.70280226e-01 
 2.70300000e-06  1.80000000e+00  7.67836633e-01 
 2.70700000e-06  1.80000000e+00  7.69405713e-01 
 2.71500000e-06  1.80000000e+00  7.68892622e-01 
 2.72500000e-06  1.80000000e+00  7.69069205e-01 
 2.73500000e-06  1.80000000e+00  7.69065847e-01 
 2.74500000e-06  1.80000000e+00  7.68976609e-01 
 2.75500000e-06  1.80000000e+00  7.69107051e-01 
 2.76500000e-06  1.80000000e+00  7.68970271e-01 
 2.77500000e-06  1.80000000e+00  7.69096714e-01 
 2.78500000e-06  1.80000000e+00  7.68990804e-01 
 2.79500000e-06  1.80000000e+00  7.69075854e-01 
 2.80500000e-06  1.80000000e+00  7.69011915e-01 
 2.81500000e-06  1.80000000e+00  7.69059750e-01 
 2.82500000e-06  1.80000000e+00  7.69026003e-01 
 2.83500000e-06  1.80000000e+00  7.69050962e-01 
 2.84500000e-06  1.80000000e+00  7.69033535e-01 
 2.85500000e-06  1.80000000e+00  7.69047567e-01 
 2.86500000e-06  1.80000000e+00  7.69036957e-01 
 2.87500000e-06  1.80000000e+00  7.69047093e-01 
 2.88500000e-06  1.80000000e+00  7.69038469e-01 
 2.89500000e-06  1.80000000e+00  7.69047766e-01 
 2.90500000e-06  1.80000000e+00  7.69039374e-01 
 2.91500000e-06  1.80000000e+00  7.69048684e-01 
 2.92500000e-06  1.80000000e+00  7.69040252e-01 
 2.93500000e-06  1.80000000e+00  7.69049511e-01 
 2.94500000e-06  1.80000000e+00  7.69041267e-01 
 2.95500000e-06  1.80000000e+00  7.69050199e-01 
 2.96500000e-06  1.80000000e+00  7.69042404e-01 
 2.97500000e-06  1.80000000e+00  7.69050793e-01 
 2.98500000e-06  1.80000000e+00  7.69043600e-01 
 2.99500000e-06  1.80000000e+00  7.69051355e-01 
 3.00500000e-06  1.80000000e+00  7.69044808e-01 
 3.01500000e-06  1.80000000e+00  7.69051924e-01 
 3.02500000e-06  1.80000000e+00  7.69045999e-01 
 3.03500000e-06  1.80000000e+00  7.69052519e-01 
 3.04500000e-06  1.80000000e+00  7.69047157e-01 
 3.05500000e-06  1.80000000e+00  7.69053144e-01 
 3.06500000e-06  1.80000000e+00  7.69048285e-01 
 3.07500000e-06  1.80000000e+00  7.69053800e-01 
 3.08500000e-06  1.80000000e+00  7.69049384e-01 
 3.09500000e-06  1.80000000e+00  7.69054481e-01 
 3.10500000e-06  1.80000000e+00  7.69050458e-01 
 3.11500000e-06  1.80000000e+00  7.69055184e-01 
 3.12500000e-06  1.80000000e+00  7.69051510e-01 
 3.13500000e-06  1.80000000e+00  7.69055907e-01 
 3.14500000e-06  1.80000000e+00  7.69052546e-01 
 3.15500000e-06  1.80000000e+00  7.69056646e-01 
 3.16500000e-06  1.80000000e+00  7.69053565e-01 
 3.17500000e-06  1.80000000e+00  7.69057399e-01 
 3.18500000e-06  1.80000000e+00  7.69054570e-01 
 3.19500000e-06  1.80000000e+00  7.69058166e-01 
 3.20500000e-06  1.80000000e+00  7.69055562e-01 
 3.21500000e-06  1.80000000e+00  7.69058945e-01 
 3.22500000e-06  1.80000000e+00  7.69056544e-01 
 3.23500000e-06  1.80000000e+00  7.69059733e-01 
 3.24500000e-06  1.80000000e+00  7.69057515e-01 
 3.25500000e-06  1.80000000e+00  7.69060530e-01 
 3.26500000e-06  1.80000000e+00  7.69058479e-01 
 3.27500000e-06  1.80000000e+00  7.69061338e-01 
 3.28500000e-06  1.80000000e+00  7.69059436e-01 
 3.29500000e-06  1.80000000e+00  7.69062152e-01 
 3.30500000e-06  1.80000000e+00  7.69060385e-01 
 3.31500000e-06  1.80000000e+00  7.69062973e-01 
 3.32500000e-06  1.80000000e+00  7.69061328e-01 
 3.33500000e-06  1.80000000e+00  7.69063798e-01 
 3.34500000e-06  1.80000000e+00  7.69062264e-01 
 3.35500000e-06  1.80000000e+00  7.69064629e-01 
 3.36500000e-06  1.80000000e+00  7.69063195e-01 
 3.37500000e-06  1.80000000e+00  7.69065464e-01 
 3.38500000e-06  1.80000000e+00  7.69064122e-01 
 3.39500000e-06  1.80000000e+00  7.69066303e-01 
 3.40500000e-06  1.80000000e+00  7.69065045e-01 
 3.41500000e-06  1.80000000e+00  7.69067147e-01 
 3.42500000e-06  1.80000000e+00  7.69065967e-01 
 3.43500000e-06  1.80000000e+00  7.69067995e-01 
 3.44500000e-06  1.80000000e+00  7.69066883e-01 
 3.45500000e-06  1.80000000e+00  7.69068846e-01 
 3.46500000e-06  1.80000000e+00  7.69067798e-01 
 3.47500000e-06  1.80000000e+00  7.69069699e-01 
 3.48500000e-06  1.80000000e+00  7.69068710e-01 
 3.49500000e-06  1.80000000e+00  7.69070554e-01 
 3.50500000e-06  1.80000000e+00  7.69069620e-01 
 3.51500000e-06  1.80000000e+00  7.69071412e-01 
 3.52500000e-06  1.80000000e+00  7.69070527e-01 
 3.53500000e-06  1.80000000e+00  7.69072271e-01 
 3.54500000e-06  1.80000000e+00  7.69071431e-01 
 3.55500000e-06  1.80000000e+00  7.69073131e-01 
 3.56500000e-06  1.80000000e+00  7.69072335e-01 
 3.57500000e-06  1.80000000e+00  7.69073991e-01 
 3.58500000e-06  1.80000000e+00  7.69073235e-01 
 3.59500000e-06  1.80000000e+00  7.69074855e-01 
 3.60500000e-06  1.80000000e+00  7.69074135e-01 
 3.61500000e-06  1.80000000e+00  7.69075718e-01 
 3.62500000e-06  1.80000000e+00  7.69075033e-01 
 3.63500000e-06  1.80000000e+00  7.69076582e-01 
 3.64500000e-06  1.80000000e+00  7.69075929e-01 
 3.65500000e-06  1.80000000e+00  7.69077448e-01 
 3.66500000e-06  1.80000000e+00  7.69076825e-01 
 3.67500000e-06  1.80000000e+00  7.69078314e-01 
 3.68500000e-06  1.80000000e+00  7.69077719e-01 
 3.69500000e-06  1.80000000e+00  7.69079181e-01 
 3.70500000e-06  1.80000000e+00  7.69078613e-01 
 3.71500000e-06  1.80000000e+00  7.69080049e-01 
 3.72500000e-06  1.80000000e+00  7.69079507e-01 
 3.73500000e-06  1.80000000e+00  7.69080918e-01 
 3.74500000e-06  1.80000000e+00  7.69080399e-01 
 3.75500000e-06  1.80000000e+00  7.69081788e-01 
 3.76500000e-06  1.80000000e+00  7.69081292e-01 
 3.77500000e-06  1.80000000e+00  7.69082658e-01 
 3.78500000e-06  1.80000000e+00  7.69082185e-01 
 3.79500000e-06  1.80000000e+00  7.69083531e-01 
 3.80500000e-06  1.80000000e+00  7.69083077e-01 
 3.81500000e-06  1.80000000e+00  7.69084402e-01 
 3.82500000e-06  1.80000000e+00  7.69083967e-01 
 3.83500000e-06  1.80000000e+00  7.69085273e-01 
 3.84500000e-06  1.80000000e+00  7.69084858e-01 
 3.85500000e-06  1.80000000e+00  7.69086145e-01 
 3.86500000e-06  1.80000000e+00  7.69085747e-01 
 3.87500000e-06  1.80000000e+00  7.69087017e-01 
 3.88500000e-06  1.80000000e+00  7.69086636e-01 
 3.89500000e-06  1.80000000e+00  7.69087890e-01 
 3.90500000e-06  1.80000000e+00  7.69087525e-01 
 3.91500000e-06  1.80000000e+00  7.69088763e-01 
 3.92500000e-06  1.80000000e+00  7.69088414e-01 
 3.93500000e-06  1.80000000e+00  7.69089638e-01 
 3.94500000e-06  1.80000000e+00  7.69089304e-01 
 3.95500000e-06  1.80000000e+00  7.69090512e-01 
 3.96500000e-06  1.80000000e+00  7.69090193e-01 
 3.97500000e-06  1.80000000e+00  7.69091386e-01 
 3.98500000e-06  1.80000000e+00  7.69091080e-01 
 3.99500000e-06  1.80000000e+00  7.69092259e-01 
 4.00500000e-06  1.80000000e+00  7.69091967e-01 
 4.01500000e-06  1.80000000e+00  7.69093132e-01 
 4.02500000e-06  1.80000000e+00  7.69092853e-01 
 4.03500000e-06  1.80000000e+00  7.69094007e-01 
 4.04500000e-06  1.80000000e+00  7.69093742e-01 
 4.05500000e-06  1.80000000e+00  7.69094882e-01 
 4.06500000e-06  1.80000000e+00  7.69094628e-01 
 4.07500000e-06  1.80000000e+00  7.69095757e-01 
 4.08500000e-06  1.80000000e+00  7.69095516e-01 
 4.09500000e-06  1.80000000e+00  7.69096631e-01 
 4.10500000e-06  1.80000000e+00  7.69096400e-01 
 4.11500000e-06  1.80000000e+00  7.69097505e-01 
 4.12500000e-06  1.80000000e+00  7.69097287e-01 
 4.13500000e-06  1.80000000e+00  7.69098381e-01 
 4.14500000e-06  1.80000000e+00  7.69098174e-01 
 4.15500000e-06  1.80000000e+00  7.69099258e-01 
 4.16500000e-06  1.80000000e+00  7.69099062e-01 
 4.17500000e-06  1.80000000e+00  7.69100134e-01 
 4.18500000e-06  1.80000000e+00  7.69099948e-01 
 4.19500000e-06  1.80000000e+00  7.69101008e-01 
 4.20500000e-06  1.80000000e+00  7.69100833e-01 
 4.21500000e-06  1.80000000e+00  7.69101883e-01 
 4.22500000e-06  1.80000000e+00  7.69101718e-01 
 4.23500000e-06  1.80000000e+00  7.69102759e-01 
 4.24500000e-06  1.80000000e+00  7.69102603e-01 
 4.25500000e-06  1.80000000e+00  7.69103634e-01 
 4.26500000e-06  1.80000000e+00  7.69103487e-01 
 4.27500000e-06  1.80000000e+00  7.69104510e-01 
 4.28500000e-06  1.80000000e+00  7.69104374e-01 
 4.29500000e-06  1.80000000e+00  7.69105387e-01 
 4.30500000e-06  1.80000000e+00  7.69105259e-01 
 4.31500000e-06  1.80000000e+00  7.69106262e-01 
 4.32500000e-06  1.80000000e+00  7.69106144e-01 
 4.33500000e-06  1.80000000e+00  7.69107139e-01 
 4.34500000e-06  1.80000000e+00  7.69107031e-01 
 4.35500000e-06  1.80000000e+00  7.69108016e-01 
 4.36500000e-06  1.80000000e+00  7.69107915e-01 
 4.37500000e-06  1.80000000e+00  7.69108892e-01 
 4.38500000e-06  1.80000000e+00  7.69108801e-01 
 4.39500000e-06  1.80000000e+00  7.69109769e-01 
 4.40500000e-06  1.80000000e+00  7.69109685e-01 
 4.41500000e-06  1.80000000e+00  7.69110646e-01 
 4.42500000e-06  1.80000000e+00  7.69110571e-01 
 4.43500000e-06  1.80000000e+00  7.69111524e-01 
 4.44500000e-06  1.80000000e+00  7.69111457e-01 
 4.45500000e-06  1.80000000e+00  7.69112402e-01 
