 time            v(D_latch)      v(D_latch_bar)  v(Aout)         v(sh_pos)       v(sh_neg)      
 1.36500000e-05  1.79999937e+00 -4.67070533e-07  9.29791426e-01  9.35943202e-01  9.35943180e-01 
 1.36700000e-05  1.80000004e+00  9.01172750e-07  9.29796768e-01  9.35943252e-01  9.35943228e-01 
 1.36900000e-05  1.79999943e+00 -4.71826427e-07  9.29793115e-01  9.35943300e-01  9.35943277e-01 
 1.37100000e-05  1.79999998e+00  9.03987020e-07  9.29797493e-01  9.35943349e-01  9.35943326e-01 
 1.37300000e-05  1.79999949e+00 -4.70118420e-07  9.29794740e-01  9.35943397e-01  9.35943375e-01 
 1.37500000e-05  1.79999993e+00  9.00893935e-07  9.29798279e-01  9.35943447e-01  9.35943423e-01 
 1.37700000e-05  1.79999954e+00 -4.63263711e-07  9.29796296e-01  9.35943495e-01  9.35943472e-01 
 1.37900000e-05  1.79999989e+00  8.93104850e-07  9.29799133e-01  9.35943544e-01  9.35943521e-01 
 1.38100000e-05  1.79999957e+00 -4.52348157e-07  9.29797788e-01  9.35943592e-01  9.35943569e-01 
 1.38300000e-05  1.79999986e+00  8.81618612e-07  9.29800048e-01  9.35943641e-01  9.35943618e-01 
 1.38500000e-05  1.79999960e+00 -4.38266098e-07  9.29799218e-01  9.35943689e-01  9.35943667e-01 
 1.38700000e-05  1.79999983e+00  8.67257737e-07  9.29801015e-01  9.35943738e-01  9.35943715e-01 
 1.38900000e-05  1.79999962e+00 -4.21753126e-07  9.29800597e-01  9.35943787e-01  9.35943764e-01 
 1.39100000e-05  1.79999981e+00  8.50698686e-07  9.29802031e-01  9.35943836e-01  9.35943813e-01 
 1.39300000e-05  1.79999964e+00 -4.03413116e-07  9.29801932e-01  9.35943884e-01  9.35943861e-01 
 1.39500000e-05  1.79999979e+00  8.32497097e-07  9.29803086e-01  9.35943933e-01  9.35943910e-01 
 1.39700000e-05  1.79999966e+00 -3.83741285e-07  9.29803235e-01  9.35943982e-01  9.35943959e-01 
 1.39900000e-05  1.79999978e+00  8.13108171e-07  9.29804175e-01  9.35944031e-01  9.35944008e-01 
 1.40100000e-05  1.79999967e+00 -3.63142032e-07  9.29804505e-01  9.35944079e-01  9.35944056e-01 
 1.40300000e-05  1.79999976e+00  7.92903446e-07  9.29805285e-01  9.35944128e-01  9.35944105e-01 
 1.40500000e-05  1.79999968e+00 -3.41944662e-07  9.29805754e-01  9.35944177e-01  9.35944154e-01 
 1.40700000e-05  1.79999976e+00  7.72185904e-07  9.29806418e-01  9.35944225e-01  9.35944202e-01 
 1.40900000e-05  1.79999969e+00 -3.20416857e-07  9.29806986e-01  9.35944274e-01  9.35944251e-01 
 1.41100000e-05  1.79999975e+00  7.51201344e-07  9.29807563e-01  9.35944323e-01  9.35944300e-01 
 1.41300000e-05  1.79999970e+00 -2.98774653e-07  9.29808202e-01  9.35944371e-01  9.35944348e-01 
 1.41500000e-05  1.79999974e+00  7.30147857e-07  9.29808718e-01  9.35944420e-01  9.35944397e-01 
 1.41700000e-05  1.79999970e+00 -2.77191284e-07  9.29809411e-01  9.35944469e-01  9.35944446e-01 
 1.41900000e-05  1.79999974e+00  7.09184416e-07  9.29809886e-01  9.35944518e-01  9.35944495e-01 
 1.42100000e-05  1.79999971e+00 -2.55805186e-07  9.29810616e-01  9.35944566e-01  9.35944543e-01 
 1.42300000e-05  1.79999973e+00  6.88437697e-07  9.29811058e-01  9.35944615e-01  9.35944592e-01 
 1.42500000e-05  1.79999971e+00 -2.34725176e-07  9.29811812e-01  9.35944664e-01  9.35944641e-01 
 1.42700000e-05  1.79999973e+00  6.68007630e-07  9.29812234e-01  9.35944712e-01  9.35944689e-01 
 1.42900000e-05  1.79999972e+00 -2.14036804e-07  9.29813005e-01  9.35944761e-01  9.35944738e-01 
 1.43100000e-05  1.79999973e+00  6.47972154e-07  9.29813412e-01  9.35944810e-01  9.35944787e-01 
 1.43300000e-05  1.79999972e+00 -1.93805617e-07  9.29814195e-01  9.35944859e-01  9.35944835e-01 
 1.43500000e-05  1.79999972e+00  6.28390903e-07  9.29814591e-01  9.35944907e-01  9.35944884e-01 
 1.43700000e-05  1.79999972e+00 -1.74081014e-07  9.29815381e-01  9.35944956e-01  9.35944933e-01 
 1.43900000e-05  1.79999972e+00  6.09308642e-07  9.29815770e-01  9.35945005e-01  9.35944982e-01 
 1.44100000e-05  1.79999972e+00 -1.54899056e-07  9.29816565e-01  9.35945053e-01  9.35945030e-01 
 1.44300000e-05  1.79999972e+00  5.90758055e-07  9.29816950e-01  9.35945102e-01  9.35945079e-01 
 1.44500000e-05  1.79999972e+00 -1.36285277e-07  9.29817748e-01  9.35945151e-01  9.35945128e-01 
 1.44700000e-05  1.79999972e+00  5.72761841e-07  9.29818130e-01  9.35945199e-01  9.35945176e-01 
 1.44900000e-05  1.79999973e+00 -1.18256111e-07  9.29818928e-01  9.35945248e-01  9.35945225e-01 
 1.45100000e-05  1.79999972e+00  5.55334484e-07  9.29819309e-01  9.35945296e-01  9.35945273e-01 
 1.45300000e-05  1.79999973e+00 -1.00820964e-07  9.29820108e-01  9.35945345e-01  9.35945322e-01 
 1.45500000e-05  1.79999972e+00  5.38483949e-07  9.29820489e-01  9.35945394e-01  9.35945371e-01 
 1.45700000e-05  1.79999973e+00 -8.39834535e-08  9.29821287e-01  9.35945442e-01  9.35945419e-01 
 1.45900000e-05  1.79999971e+00  5.22212911e-07  9.29821669e-01  9.35945491e-01  9.35945468e-01 
 1.46100000e-05  1.79999973e+00 -6.77426554e-08  9.29822465e-01  9.35945540e-01  9.35945516e-01 
 1.46300000e-05  1.79999971e+00  5.06520004e-07  9.29822848e-01  9.35945588e-01  9.35945565e-01 
 1.46500000e-05  1.79999973e+00 -5.20940682e-08  9.29823643e-01  9.35945637e-01  9.35945614e-01 
 1.46700000e-05  1.79999971e+00  4.91400044e-07  9.29824026e-01  9.35945686e-01  9.35945662e-01 
 1.46900000e-05  1.79999973e+00 -3.70299335e-08  9.29824817e-01  9.35945734e-01  9.35945711e-01 
 1.47100000e-05  1.79999971e+00  4.76845257e-07  9.29825204e-01  9.35945783e-01  9.35945760e-01 
 1.47300000e-05  1.79999973e+00 -2.25404103e-08  9.29825991e-01  9.35945832e-01  9.35945808e-01 
 1.47500000e-05  1.79999971e+00  4.62845988e-07  9.29826380e-01  9.35945880e-01  9.35945857e-01 
 1.47700000e-05  1.79999973e+00 -8.61387347e-09  9.29827166e-01  9.35945929e-01  9.35945906e-01 
 1.47900000e-05  1.79999971e+00  4.49391528e-07  9.29827557e-01  9.35945977e-01  9.35945954e-01 
 1.48100000e-05  1.79999973e+00  4.76186316e-09  9.29828339e-01  9.35946026e-01  9.35946003e-01 
 1.48300000e-05  1.79999971e+00  4.36469270e-07  9.29828734e-01  9.35946075e-01  9.35946052e-01 
 1.48500000e-05  1.79999973e+00  1.76008286e-08  9.29829511e-01  9.35946123e-01  9.35946100e-01 
 1.48700000e-05  1.79999971e+00  4.24065623e-07  9.29829909e-01  9.35946172e-01  9.35946149e-01 
 1.48900000e-05  1.79999973e+00  2.99177199e-08  9.29830685e-01  9.35946221e-01  9.35946198e-01 
 1.49100000e-05  1.79999971e+00  4.12166171e-07  9.29831086e-01  9.35946269e-01  9.35946246e-01 
 1.49300000e-05  1.79999973e+00  4.17278114e-08  9.29831856e-01  9.35946318e-01  9.35946295e-01 
 1.49500000e-05  1.79999971e+00  4.00756438e-07  9.29832259e-01  9.35946367e-01  9.35946344e-01 
 1.49700000e-05  1.79999973e+00  5.30464473e-08  9.29833026e-01  9.35946415e-01  9.35946392e-01 
 1.49900000e-05  1.79999971e+00  3.89821566e-07  9.29833435e-01  9.35946464e-01  9.35946441e-01 
 1.50100000e-05  1.79999973e+00  6.38891000e-08  9.29834200e-01  9.35946513e-01  9.35946489e-01 
 1.50300000e-05  1.79999971e+00  3.79346570e-07  9.29834614e-01  9.35946561e-01  9.35946538e-01 
 1.50500000e-05  1.79999973e+00  7.42713187e-08  9.29835374e-01  9.35946610e-01  9.35946587e-01 
 1.50700000e-05  1.79999971e+00  3.69316601e-07  9.29835791e-01  9.35946658e-01  9.35946635e-01 
 1.50900000e-05  1.79999973e+00  8.42085199e-08  9.29836548e-01  9.35946707e-01  9.35946684e-01 
 1.51000000e-05  1.79999971e+00  3.55057181e-07  9.29836676e-01  9.35946731e-01  9.35946708e-01 
 1.51020000e-05  1.80000510e+00  1.19225951e-06  9.29836868e-01  9.35946809e-01  9.35946787e-01 
 1.51060000e-05  1.80000796e+00  1.24093230e-06  9.29837010e-01  9.35946825e-01  9.35946802e-01 
 1.51140000e-05  1.80000654e+00  1.26723568e-06  9.29837248e-01  9.35946854e-01  9.35946831e-01 
 1.51300000e-05  1.79983790e+00  8.50037637e-07  9.29836658e-01  9.35945668e-01  9.35945642e-01 
 1.51325000e-05  1.79984661e+00  9.67248812e-08  9.29834574e-01  9.35942861e-01  9.35942717e-01 
 1.51375000e-05  1.79994869e+00 -5.80482531e-08  9.29812916e-01  9.35915109e-01  9.35913879e-01 
 1.51441431e-05  1.79976623e+00  2.48048094e-07  9.29561830e-01  9.35608417e-01  9.35591252e-01 
 1.51515679e-05  1.80505010e+00  1.13243691e-04  9.37728800e-01  9.45306775e-01  9.36740001e-01 
 1.51566787e-05  1.80501200e+00 -2.82297960e-05  9.43353031e-01  9.51337246e-01  9.36578623e-01 
 1.51614919e-05  1.80405050e+00 -2.61346077e-05  9.48382853e-01  9.56164823e-01  9.36525103e-01 
 1.51663725e-05  1.80459735e+00  6.79063865e-05  9.52286971e-01  9.60890465e-01  9.36519563e-01 
 1.51715514e-05  1.80405007e+00 -9.19661324e-05  9.56459270e-01  9.65081337e-01  9.36496091e-01 
 1.51773867e-05  1.80452519e+00  1.08715670e-04  9.60563289e-01  9.69536512e-01  9.36513553e-01 
 1.51842246e-05  1.80412317e+00 -1.16997190e-04  9.64421910e-01  9.73760922e-01  9.36494651e-01 
 1.51926720e-05  1.80452740e+00  1.23085347e-04  9.68914320e-01  9.78396998e-01  9.36516848e-01 
 1.52000000e-05  1.80417389e+00 -1.26444838e-04  9.71602061e-01  9.81491622e-01  9.36496397e-01 
 1.52010729e-05  1.80431162e+00  2.14375878e-06  9.72167985e-01  9.81975175e-01  9.36507023e-01 
 1.52032188e-05  1.80434407e+00  4.02068517e-06  9.72953263e-01  9.82799787e-01  9.36507964e-01 
 1.52075105e-05  1.80432656e+00 -4.61426088e-06  9.74329999e-01  9.84307843e-01  9.36507846e-01 
 1.52160940e-05  1.80434587e+00  5.81608023e-06  9.76796649e-01  9.86911829e-01  9.36509371e-01 
 1.52326793e-05  1.80432654e+00 -5.35628734e-06  9.80255003e-01  9.90639094e-01  9.36510100e-01 
 1.52526793e-05  1.80432575e+00  6.10159426e-06  9.82978477e-01  9.93519508e-01  9.36511784e-01 
 1.52726793e-05  1.80428900e+00 -5.68189133e-06  9.84571529e-01  9.95248687e-01  9.36511848e-01 
 1.52926793e-05  1.80427517e+00  6.32204520e-06  9.85581080e-01  9.96299963e-01  9.36512861e-01 
 1.53126793e-05  1.80423257e+00 -5.91686406e-06  9.86142421e-01  9.96924187e-01  9.36512516e-01 
 1.53326793e-05  1.80421337e+00  6.50256111e-06  9.86525674e-01  9.97308768e-01  9.36513258e-01 
 1.53526793e-05  1.80416927e+00 -6.08806220e-06  9.86713392e-01  9.97531624e-01  9.36512758e-01 
 1.53726793e-05  1.80414754e+00  6.64001133e-06  9.86868124e-01  9.97674236e-01  9.36513391e-01 
 1.53926793e-05  1.80410344e+00 -6.20946296e-06  9.86921565e-01  9.97751663e-01  9.36512836e-01 
 1.54126793e-05  1.80408027e+00  6.73719194e-06  9.86992378e-01  9.97806527e-01  9.36513423e-01 
 1.54326793e-05  1.80403665e+00 -6.28987345e-06  9.86998235e-01  9.97831346e-01  9.36512852e-01 
 1.54526793e-05  1.80401251e+00  6.79855510e-06  9.87037652e-01  9.97854360e-01  9.36513417e-01 
 1.54726793e-05  1.80396949e+00 -6.33574342e-06  9.87027223e-01  9.97860198e-01  9.36512845e-01 
 1.54926793e-05  1.80394460e+00  6.82872773e-06  9.87054373e-01  9.97871609e-01  9.36513397e-01 
 1.55126793e-05  1.80390219e+00 -6.35224409e-06  9.87038895e-01  9.97870644e-01  9.36512828e-01 
 1.55326793e-05  1.80387670e+00  6.83202509e-06  9.87060797e-01  9.97877786e-01  9.36513371e-01 
 1.55526793e-05  1.80383487e+00 -6.34372261e-06  9.87044260e-01  9.97874423e-01  9.36512808e-01 
 1.55726793e-05  1.80380886e+00  6.81231163e-06  9.87063532e-01  9.97879953e-01  9.36513342e-01 
 1.55926793e-05  1.80376753e+00 -6.31390821e-06  9.87047309e-01  9.97875788e-01  9.36512787e-01 
 1.56126793e-05  1.80374106e+00  6.77300038e-06  9.87064963e-01  9.97880670e-01  9.36513314e-01 
 1.56326793e-05  1.80370019e+00 -6.26602916e-06  9.87049490e-01  9.97876278e-01  9.36512765e-01 
 1.56526793e-05  1.80367331e+00  6.71708003e-06  9.87065947e-01  9.97880862e-01  9.36513285e-01 
 1.56726793e-05  1.80363284e+00 -6.20289164e-06  9.87051328e-01  9.97876451e-01  9.36512743e-01 
 1.56926793e-05  1.80360562e+00  6.64716287e-06  9.87066790e-01  9.97880864e-01  9.36513256e-01 
 1.57126793e-05  1.80356552e+00 -6.12693881e-06  9.87053019e-01  9.97876508e-01  9.36512721e-01 
 1.57326793e-05  1.80353798e+00  6.56552251e-06  9.87067605e-01  9.97880799e-01  9.36513227e-01 
 1.57526793e-05  1.80349822e+00 -6.04029279e-06  9.87054640e-01  9.97876523e-01  9.36512699e-01 
 1.57726793e-05  1.80347042e+00  6.47414046e-06  9.87068423e-01  9.97880710e-01  9.36513198e-01 
 1.57926793e-05  1.80343094e+00 -5.94480469e-06  9.87056214e-01  9.97876522e-01  9.36512677e-01 
 1.58126793e-05  1.80340291e+00  6.37474228e-06  9.87069262e-01  9.97880613e-01  9.36513169e-01 
 1.58326793e-05  1.80336370e+00 -5.84207979e-06  9.87057763e-01  9.97876514e-01  9.36512655e-01 
 1.58526793e-05  1.80333545e+00  6.26882348e-06  9.87070121e-01  9.97880513e-01  9.36513140e-01 
 1.58726793e-05  1.80329647e+00 -5.73351416e-06  9.87059281e-01  9.97876503e-01  9.36512633e-01 
 1.58926793e-05  1.80326803e+00  6.15768523e-06  9.87070999e-01  9.97880413e-01  9.36513111e-01 
 1.59126793e-05  1.80322926e+00 -5.62031639e-06  9.87060778e-01  9.97876491e-01  9.36512610e-01 
 1.59326793e-05  1.80320064e+00  6.04245446e-06  9.87071897e-01  9.97880314e-01  9.36513082e-01 
 1.59526793e-05  1.80316206e+00 -5.50353604e-06  9.87062257e-01  9.97876478e-01  9.36512588e-01 
 1.59726793e-05  1.80313330e+00  5.92410819e-06  9.87072815e-01  9.97880216e-01  9.36513054e-01 
 1.59926793e-05  1.80309489e+00 -5.38407923e-06  9.87063717e-01  9.97876464e-01  9.36512566e-01 
 1.60126793e-05  1.80306600e+00  5.80348775e-06  9.87073749e-01  9.97880118e-01  9.36513025e-01 
 1.60326793e-05  1.80302775e+00 -5.26272907e-06  9.87065159e-01  9.97876449e-01  9.36512543e-01 
 1.60526793e-05  1.80299875e+00  5.68132274e-06  9.87074696e-01  9.97880022e-01  9.36512997e-01 
 1.60726793e-05  1.80296065e+00 -5.14016090e-06  9.87066584e-01  9.97876433e-01  9.36512521e-01 
 1.60926793e-05  1.80293155e+00  5.55823833e-06  9.87075660e-01  9.97879925e-01  9.36512968e-01 
 1.61126793e-05  1.80289359e+00 -5.01695577e-06  9.87067993e-01  9.97876416e-01  9.36512498e-01 
 1.61326793e-05  1.80286439e+00  5.43477325e-06  9.87076636e-01  9.97879830e-01  9.36512939e-01 
 1.61526793e-05  1.80282655e+00 -4.89361083e-06  9.87069388e-01  9.97876399e-01  9.36512475e-01 
 1.61726793e-05  1.80279727e+00  5.31138867e-06  9.87077626e-01  9.97879736e-01  9.36512910e-01 
 1.61926793e-05  1.80275955e+00 -4.77055252e-06  9.87070769e-01  9.97876380e-01  9.36512452e-01 
 1.62126793e-05  1.80273021e+00  5.18847834e-06  9.87078626e-01  9.97879642e-01  9.36512881e-01 
 1.62326793e-05  1.80269259e+00 -4.64814376e-06  9.87072138e-01  9.97876362e-01  9.36512429e-01 
 1.62526793e-05  1.80266317e+00  5.06637551e-06  9.87079641e-01  9.97879550e-01  9.36512853e-01 
 1.62726793e-05  1.80262565e+00 -4.52669295e-06  9.87073494e-01  9.97876342e-01  9.36512406e-01 
 1.62926793e-05  1.80259616e+00  4.94536489e-06  9.87080662e-01  9.97879457e-01  9.36512824e-01 
 1.63126793e-05  1.80255872e+00 -4.40645855e-06  9.87074835e-01  9.97876321e-01  9.36512383e-01 
 1.63326793e-05  1.80252918e+00  4.82568505e-06  9.87081693e-01  9.97879366e-01  9.36512796e-01 
 1.63526793e-05  1.80249182e+00 -4.28766012e-06  9.87076168e-01  9.97876300e-01  9.36512360e-01 
 1.63726793e-05  1.80246223e+00  4.70753587e-06  9.87082735e-01  9.97879275e-01  9.36512767e-01 
 1.63926793e-05  1.80242497e+00 -4.17047884e-06  9.87077491e-01  9.97876278e-01  9.36512336e-01 
 1.64126793e-05  1.80239533e+00  4.59108135e-06  9.87083785e-01  9.97879185e-01  9.36512738e-01 
 1.64326793e-05  1.80235814e+00 -4.05506499e-06  9.87078804e-01  9.97876255e-01  9.36512314e-01 
 1.64526793e-05  1.80232847e+00  4.47645959e-06  9.87084844e-01  9.97879096e-01  9.36512710e-01 
 1.64726793e-05  1.80229136e+00 -3.94154156e-06  9.87080110e-01  9.97876232e-01  9.36512291e-01 
 1.64926793e-05  1.80226165e+00  4.36377946e-06  9.87085911e-01  9.97879008e-01  9.36512682e-01 
 1.65126793e-05  1.80222461e+00 -3.83000741e-06  9.87081408e-01  9.97876208e-01  9.36512268e-01 
 1.65326793e-05  1.80219487e+00  4.25312955e-06  9.87086986e-01  9.97878920e-01  9.36512654e-01 
 1.65526793e-05  1.80215790e+00 -3.72053975e-06  9.87082697e-01  9.97876184e-01  9.36512245e-01 
 1.65726793e-05  1.80212813e+00  4.14457843e-06  9.87088065e-01  9.97878833e-01  9.36512626e-01 
 1.65926793e-05  1.80209122e+00 -3.61319937e-06  9.87083979e-01  9.97876158e-01  9.36512221e-01 
 1.66126793e-05  1.80206141e+00  4.03817648e-06  9.87089151e-01  9.97878746e-01  9.36512598e-01 
 1.66326793e-05  1.80202456e+00 -3.50802910e-06  9.87085253e-01  9.97876132e-01  9.36512198e-01 
 1.66526793e-05  1.80199472e+00  3.93396318e-06  9.87090242e-01  9.97878660e-01  9.36512570e-01 
 1.66726793e-05  1.80195793e+00 -3.40506108e-06  9.87086522e-01  9.97876106e-01  9.36512175e-01 
 1.66926793e-05  1.80192808e+00  3.83196324e-06  9.87091338e-01  9.97878575e-01  9.36512542e-01 
 1.67126793e-05  1.80189135e+00 -3.30431361e-06  9.87087785e-01  9.97876079e-01  9.36512152e-01 
 1.67326793e-05  1.80186148e+00  3.73219003e-06  9.87092440e-01  9.97878490e-01  9.36512514e-01 
 1.67526793e-05  1.80182481e+00 -3.20579777e-06  9.87089043e-01  9.97876051e-01  9.36512129e-01 
 1.67726793e-05  1.80179490e+00  3.63464766e-06  9.87093546e-01  9.97878406e-01  9.36512486e-01 
 1.67926793e-05  1.80175829e+00 -3.10951203e-06  9.87090296e-01  9.97876023e-01  9.36512106e-01 
 1.68126793e-05  1.80172837e+00  3.53933537e-06  9.87094655e-01  9.97878322e-01  9.36512458e-01 
 1.68326793e-05  1.80169182e+00 -3.01545083e-06  9.87091540e-01  9.97875994e-01  9.36512082e-01 
 1.68526793e-05  1.80166188e+00  3.44624089e-06  9.87095765e-01  9.97878239e-01  9.36512430e-01 
 1.68726793e-05  1.80162538e+00 -2.92360172e-06  9.87092782e-01  9.97875965e-01  9.36512059e-01 
 1.68926793e-05  1.80159542e+00  3.35535024e-06  9.87096880e-01  9.97878157e-01  9.36512402e-01 
 1.69126793e-05  1.80155897e+00 -2.83394578e-06  9.87094021e-01  9.97875935e-01  9.36512035e-01 
 1.69326793e-05  1.80152900e+00  3.26664217e-06  9.87098001e-01  9.97878075e-01  9.36512374e-01 
 1.69526793e-05  1.80149260e+00 -2.74646128e-06  9.87095256e-01  9.97875904e-01  9.36512012e-01 
 1.69726793e-05  1.80146260e+00  3.18009149e-06  9.87099122e-01  9.97877994e-01  9.36512346e-01 
 1.69926793e-05  1.80142625e+00 -2.66112072e-06  9.87096486e-01  9.97875873e-01  9.36511989e-01 
 1.70126793e-05  1.80139623e+00  3.09567150e-06  9.87100245e-01  9.97877913e-01  9.36512319e-01 
 1.70326793e-05  1.80135993e+00 -2.57789500e-06  9.87097712e-01  9.97875842e-01  9.36511966e-01 
 1.70526793e-05  1.80132990e+00  3.01335146e-06  9.87101368e-01  9.97877832e-01  9.36512291e-01 
 1.70726793e-05  1.80129365e+00 -2.49675300e-06  9.87098932e-01  9.97875809e-01  9.36511942e-01 
 1.70926793e-05  1.80126361e+00  2.93309752e-06  9.87102494e-01  9.97877753e-01  9.36512263e-01 
 1.71126793e-05  1.80122740e+00 -2.41765961e-06  9.87100153e-01  9.97875777e-01  9.36511918e-01 
 1.71326793e-05  1.80119733e+00  2.85487382e-06  9.87103624e-01  9.97877673e-01  9.36512235e-01 
 1.71526793e-05  1.80116117e+00 -2.34057853e-06  9.87101370e-01  9.97875744e-01  9.36511895e-01 
 1.71726793e-05  1.80113109e+00  2.77864602e-06  9.87104754e-01  9.97877595e-01  9.36512208e-01 
 1.71926793e-05  1.80109497e+00 -2.26547456e-06  9.87102584e-01  9.97875710e-01  9.36511871e-01 
 1.72126793e-05  1.80106489e+00  2.70437571e-06  9.87105886e-01  9.97877516e-01  9.36512180e-01 
 1.72326793e-05  1.80102882e+00 -2.19230741e-06  9.87103796e-01  9.97875676e-01  9.36511847e-01 
 1.72526793e-05  1.80099873e+00  2.63202371e-06  9.87107020e-01  9.97877439e-01  9.36512152e-01 
 1.72726793e-05  1.80096273e+00 -2.12103863e-06  9.87105007e-01  9.97875641e-01  9.36511823e-01 
 1.72926793e-05  1.80093262e+00  2.56154978e-06  9.87108155e-01  9.97877361e-01  9.36512124e-01 
 1.73126793e-05  1.80089665e+00 -2.05163029e-06  9.87106216e-01  9.97875607e-01  9.36511799e-01 
 1.73326793e-05  1.80086653e+00  2.49291634e-06  9.87109292e-01  9.97877285e-01  9.36512096e-01 
 1.73526793e-05  1.80083061e+00 -1.98404016e-06  9.87107420e-01  9.97875571e-01  9.36511776e-01 
 1.73726793e-05  1.80080048e+00  2.42608163e-06  9.87110426e-01  9.97877208e-01  9.36512069e-01 
 1.73926793e-05  1.80076460e+00 -1.91823105e-06  9.87108621e-01  9.97875535e-01  9.36511752e-01 
 1.74126793e-05  1.80073446e+00  2.36100803e-06  9.87111562e-01  9.97877132e-01  9.36512041e-01 
 1.74326793e-05  1.80069863e+00 -1.85416105e-06  9.87109822e-01  9.97875499e-01  9.36511728e-01 
 1.74526793e-05  1.80066846e+00  2.29765311e-06  9.87112700e-01  9.97877057e-01  9.36512014e-01 
 1.74726793e-05  1.80063267e+00 -1.79179052e-06  9.87111022e-01  9.97875462e-01  9.36511705e-01 
 1.74926793e-05  1.80060251e+00  2.23597977e-06  9.87113839e-01  9.97876982e-01  9.36511986e-01 
 1.75126793e-05  1.80056677e+00 -1.73108116e-06  9.87112222e-01  9.97875425e-01  9.36511681e-01 
 1.75326793e-05  1.80053659e+00  2.17594650e-06  9.87114979e-01  9.97876907e-01  9.36511959e-01 
 1.75526793e-05  1.80050089e+00 -1.67199249e-06  9.87113417e-01  9.97875387e-01  9.36511657e-01 
 1.75726793e-05  1.80047070e+00  2.11751564e-06  9.87116117e-01  9.97876833e-01  9.36511932e-01 
 1.75926793e-05  1.80043505e+00 -1.61448679e-06  9.87114611e-01  9.97875349e-01  9.36511633e-01 
 1.76000000e-05  1.80042570e+00  2.01267394e-06  9.87116864e-01  9.97876762e-01  9.36511911e-01 
 1.76020000e-05  1.80042070e+00  3.00107035e-07  9.87115939e-01  9.97876062e-01  9.36511742e-01 
 1.76060000e-05  1.80041408e+00  1.78199379e-07  9.87115987e-01  9.97876017e-01  9.36511738e-01 
 1.76140000e-05  1.80040110e+00  2.93873605e-07  9.87116317e-01  9.97876083e-01  9.36511774e-01 
 1.76300000e-05  1.80039582e+00  1.83406927e-07  9.87120538e-01  9.97880356e-01  9.36515920e-01 
 1.76500000e-05  1.80264616e+00  5.52458124e-07  9.87466331e-01  9.98268181e-01  9.36883774e-01 
 1.76700000e-05  1.80091388e+00 -5.12649649e-05  9.68510799e-01  9.76890985e-01  9.57234597e-01 
 1.76840925e-05  3.14086936e-02  1.64898744e+00  9.56645543e-01  9.65140049e-01  9.69025215e-01 
 1.76846090e-05  4.98148207e-03  1.70867666e+00  9.56432518e-01  9.65339682e-01  9.68816500e-01 
 1.76856421e-05 -2.90714995e-03  1.78088021e+00  9.57464413e-01  9.65704052e-01  9.68450903e-01 
 1.76877083e-05  2.42452992e-03  1.80289574e+00  9.57493431e-01  9.66225395e-01  9.67930323e-01 
 1.76902431e-05 -2.13779527e-03  1.79925713e+00  9.58144151e-01  9.66605189e-01  9.67549362e-01 
 1.76928656e-05  1.89704495e-03  1.80024453e+00  9.58511149e-01  9.66821623e-01  9.67333829e-01 
 1.76981106e-05 -1.78780698e-03  1.79985123e+00  9.58356938e-01  9.67011846e-01  9.67142528e-01 
 1.77000000e-05  1.51720996e-03  1.80005698e+00  9.58744577e-01  9.67035348e-01  9.67119915e-01 
 1.77010490e-05  1.06406448e-04  1.80001468e+00  9.58590339e-01  9.67043289e-01  9.67111690e-01 
 1.77031470e-05 -9.12838986e-05  1.80000552e+00  9.58572022e-01  9.67056381e-01  9.67098561e-01 
 1.77073430e-05  8.52575505e-05  1.80000868e+00  9.58609520e-01  9.67069962e-01  9.67084987e-01 
 1.77157349e-05 -8.17350219e-05  1.80000067e+00  9.58596306e-01  9.67077254e-01  9.67077652e-01 
 1.77325188e-05  8.06951469e-05  1.80000442e+00  9.58616481e-01  9.67077507e-01  9.67077380e-01 
 1.77525188e-05 -7.90139825e-05  1.79999840e+00  9.58598108e-01  9.67077384e-01  9.67077435e-01 
 1.77725188e-05  7.82538416e-05  1.80000328e+00  9.58617010e-01  9.67077407e-01  9.67077384e-01 
 1.77925188e-05 -7.66106045e-05  1.79999796e+00  9.58599687e-01  9.67077357e-01  9.67077368e-01 
 1.78125188e-05  7.58873088e-05  1.80000285e+00  9.58617665e-01  9.67077352e-01  9.67077345e-01 
 1.78325188e-05 -7.42808066e-05  1.79999782e+00  9.58601172e-01  9.67077312e-01  9.67077317e-01 
 1.78525188e-05  7.35931451e-05  1.80000260e+00  9.58618387e-01  9.67077302e-01  9.67077298e-01 
 1.78725188e-05 -7.20221859e-05  1.79999779e+00  9.58602598e-01  9.67077265e-01  9.67077269e-01 
 1.78925188e-05  7.13690078e-05  1.80000241e+00  9.58619157e-01  9.67077254e-01  9.67077250e-01 
 1.79125188e-05 -6.98324442e-05  1.79999779e+00  9.58603984e-01  9.67077217e-01  9.67077221e-01 
 1.79325188e-05  6.92126506e-05  1.80000227e+00  9.58619957e-01  9.67077206e-01  9.67077202e-01 
 1.79525188e-05 -6.77093816e-05  1.79999782e+00  9.58605341e-01  9.67077170e-01  9.67077173e-01 
 1.79725188e-05  6.71219189e-05  1.80000214e+00  9.58620782e-01  9.67077158e-01  9.67077154e-01 
 1.79925188e-05 -6.56508877e-05  1.79999786e+00  9.58606680e-01  9.67077122e-01  9.67077125e-01 
 1.80125188e-05  6.50947442e-05  1.80000203e+00  9.58621624e-01  9.67077110e-01  9.67077106e-01 
