 time            v(Ain)          v(SH_pos)       v(COMPout)      v(D0)           v(d1)           v(d2)           v(d3)          
 2.39662700e-05  7.34750000e-01  9.51119629e-01  1.79997931e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39672700e-05  7.34750000e-01  9.51119627e-01  1.79997926e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39682700e-05  7.34750000e-01  9.51119627e-01  1.79997932e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39692700e-05  7.34750000e-01  9.51119625e-01  1.79997927e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39702700e-05  7.34750000e-01  9.51119625e-01  1.79997933e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39712700e-05  7.34750000e-01  9.51119623e-01  1.79997928e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39722700e-05  7.34750000e-01  9.51119623e-01  1.79997934e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39732700e-05  7.34750000e-01  9.51119622e-01  1.79997929e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39742700e-05  7.34750000e-01  9.51119621e-01  1.79997935e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39752700e-05  7.34750000e-01  9.51119620e-01  1.79997930e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39762700e-05  7.34750000e-01  9.51119619e-01  1.79997936e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39772700e-05  7.34750000e-01  9.51119618e-01  1.79997931e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39782700e-05  7.34750000e-01  9.51119618e-01  1.79997938e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39792700e-05  7.34750000e-01  9.51119616e-01  1.79997932e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39802700e-05  7.34750000e-01  9.51119616e-01  1.79997939e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39812700e-05  7.34750000e-01  9.51119614e-01  1.79997934e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39822700e-05  7.34750000e-01  9.51119614e-01  1.79997940e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39832700e-05  7.34750000e-01  9.51119613e-01  1.79997935e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39842700e-05  7.34750000e-01  9.51119612e-01  1.79997941e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39852700e-05  7.34750000e-01  9.51119611e-01  1.79997936e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39862700e-05  7.34750000e-01  9.51119610e-01  1.79997942e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39872700e-05  7.34750000e-01  9.51119609e-01  1.79997937e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39882700e-05  7.34750000e-01  9.51119609e-01  1.79997943e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39892700e-05  7.34750000e-01  9.51119607e-01  1.79997938e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39902700e-05  7.34750000e-01  9.51119607e-01  1.79997944e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39912700e-05  7.34750000e-01  9.51119605e-01  1.79997939e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39922700e-05  7.34750000e-01  9.51119605e-01  1.79997945e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39932700e-05  7.34750000e-01  9.51119604e-01  1.79997940e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39942700e-05  7.34750000e-01  9.51119603e-01  1.79997946e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39952700e-05  7.34750000e-01  9.51119602e-01  1.79997941e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39962700e-05  7.34750000e-01  9.51119601e-01  1.79997947e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39972700e-05  7.34750000e-01  9.51119600e-01  1.79997942e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.39982700e-05  7.34750000e-01  9.51119600e-01  1.79997948e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39992700e-05  7.34750000e-01  9.51119598e-01  1.79997943e+00  1.79999988e+00  1.79999997e+00  1.79999997e+00  1.79999980e+00 
 2.40000000e-05  7.34750000e-01  9.51119598e-01  1.79997949e+00  1.79999990e+00  1.80000000e+00  1.80000000e+00  1.79999981e+00 
 2.39001993e-05  7.66000000e-01  7.35096663e-01  1.79996695e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39011993e-05  7.66000000e-01  7.35096666e-01  1.79996691e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39021993e-05  7.66000000e-01  7.35096669e-01  1.79996697e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39031993e-05  7.66000000e-01  7.35096672e-01  1.79996692e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39041993e-05  7.66000000e-01  7.35096675e-01  1.79996698e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39051993e-05  7.66000000e-01  7.35096678e-01  1.79996694e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39061993e-05  7.66000000e-01  7.35096681e-01  1.79996700e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39071993e-05  7.66000000e-01  7.35096684e-01  1.79996696e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39081993e-05  7.66000000e-01  7.35096687e-01  1.79996702e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39091993e-05  7.66000000e-01  7.35096690e-01  1.79996698e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39101993e-05  7.66000000e-01  7.35096692e-01  1.79996704e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39111993e-05  7.66000000e-01  7.35096695e-01  1.79996699e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39121993e-05  7.66000000e-01  7.35096698e-01  1.79996705e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39131993e-05  7.66000000e-01  7.35096701e-01  1.79996701e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39141993e-05  7.66000000e-01  7.35096704e-01  1.79996707e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39151993e-05  7.66000000e-01  7.35096707e-01  1.79996703e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39161993e-05  7.66000000e-01  7.35096710e-01  1.79996709e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39171993e-05  7.66000000e-01  7.35096713e-01  1.79996705e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39181993e-05  7.66000000e-01  7.35096716e-01  1.79996711e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39191993e-05  7.66000000e-01  7.35096719e-01  1.79996706e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39201993e-05  7.66000000e-01  7.35096722e-01  1.79996712e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39211993e-05  7.66000000e-01  7.35096725e-01  1.79996708e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39221993e-05  7.66000000e-01  7.35096728e-01  1.79996714e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39231993e-05  7.66000000e-01  7.35096731e-01  1.79996710e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39241993e-05  7.66000000e-01  7.35096734e-01  1.79996716e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39251993e-05  7.66000000e-01  7.35096736e-01  1.79996711e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39261993e-05  7.66000000e-01  7.35096739e-01  1.79996718e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39271993e-05  7.66000000e-01  7.35096742e-01  1.79996713e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39281993e-05  7.66000000e-01  7.35096745e-01  1.79996719e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39291993e-05  7.66000000e-01  7.35096748e-01  1.79996715e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39301993e-05  7.66000000e-01  7.35096751e-01  1.79996721e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39311993e-05  7.66000000e-01  7.35096754e-01  1.79996717e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39321993e-05  7.66000000e-01  7.35096757e-01  1.79996723e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39331993e-05  7.66000000e-01  7.35096760e-01  1.79996718e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39341993e-05  7.66000000e-01  7.35096763e-01  1.79996724e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39351993e-05  7.66000000e-01  7.35096766e-01  1.79996720e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39361993e-05  7.66000000e-01  7.35096769e-01  1.79996726e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39371993e-05  7.66000000e-01  7.35096772e-01  1.79996722e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39381993e-05  7.66000000e-01  7.35096775e-01  1.79996728e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39391993e-05  7.66000000e-01  7.35096777e-01  1.79996724e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39401993e-05  7.66000000e-01  7.35096780e-01  1.79996730e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39411993e-05  7.66000000e-01  7.35096783e-01  1.79996725e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39421993e-05  7.66000000e-01  7.35096786e-01  1.79996731e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39431993e-05  7.66000000e-01  7.35096789e-01  1.79996727e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39441993e-05  7.66000000e-01  7.35096792e-01  1.79996733e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39451993e-05  7.66000000e-01  7.35096795e-01  1.79996729e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39461993e-05  7.66000000e-01  7.35096798e-01  1.79996735e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39471993e-05  7.66000000e-01  7.35096801e-01  1.79996730e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39481993e-05  7.66000000e-01  7.35096804e-01  1.79996736e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39491993e-05  7.66000000e-01  7.35096807e-01  1.79996732e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39501993e-05  7.66000000e-01  7.35096810e-01  1.79996738e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39511993e-05  7.66000000e-01  7.35096813e-01  1.79996734e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39521993e-05  7.66000000e-01  7.35096816e-01  1.79996740e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39531993e-05  7.66000000e-01  7.35096818e-01  1.79996735e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39541993e-05  7.66000000e-01  7.35096821e-01  1.79996741e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39551993e-05  7.66000000e-01  7.35096824e-01  1.79996737e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39561993e-05  7.66000000e-01  7.35096827e-01  1.79996743e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39571993e-05  7.66000000e-01  7.35096830e-01  1.79996739e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39581993e-05  7.66000000e-01  7.35096833e-01  1.79996745e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39591993e-05  7.66000000e-01  7.35096836e-01  1.79996741e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39601993e-05  7.66000000e-01  7.35096839e-01  1.79996747e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39611993e-05  7.66000000e-01  7.35096842e-01  1.79996742e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39621993e-05  7.66000000e-01  7.35096845e-01  1.79996748e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39631993e-05  7.66000000e-01  7.35096848e-01  1.79996744e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39641993e-05  7.66000000e-01  7.35096851e-01  1.79996750e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39651993e-05  7.66000000e-01  7.35096854e-01  1.79996746e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39661993e-05  7.66000000e-01  7.35096857e-01  1.79996752e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39671993e-05  7.66000000e-01  7.35096859e-01  1.79996747e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39681993e-05  7.66000000e-01  7.35096862e-01  1.79996753e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39691993e-05  7.66000000e-01  7.35096865e-01  1.79996749e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39701993e-05  7.66000000e-01  7.35096868e-01  1.79996755e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39711993e-05  7.66000000e-01  7.35096871e-01  1.79996751e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39721993e-05  7.66000000e-01  7.35096874e-01  1.79996757e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39731993e-05  7.66000000e-01  7.35096877e-01  1.79996752e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39741993e-05  7.66000000e-01  7.35096880e-01  1.79996758e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39751993e-05  7.66000000e-01  7.35096883e-01  1.79996754e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39761993e-05  7.66000000e-01  7.35096886e-01  1.79996760e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39771993e-05  7.66000000e-01  7.35096889e-01  1.79996756e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39781993e-05  7.66000000e-01  7.35096892e-01  1.79996762e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39791993e-05  7.66000000e-01  7.35096895e-01  1.79996757e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39801993e-05  7.66000000e-01  7.35096898e-01  1.79996763e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39811993e-05  7.66000000e-01  7.35096900e-01  1.79996759e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39821993e-05  7.66000000e-01  7.35096903e-01  1.79996765e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39831993e-05  7.66000000e-01  7.35096906e-01  1.79996761e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39841993e-05  7.66000000e-01  7.35096909e-01  1.79996767e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39851993e-05  7.66000000e-01  7.35096912e-01  1.79996762e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39861993e-05  7.66000000e-01  7.35096915e-01  1.79996768e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39871993e-05  7.66000000e-01  7.35096918e-01  1.79996764e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39881993e-05  7.66000000e-01  7.35096921e-01  1.79996770e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39891993e-05  7.66000000e-01  7.35096924e-01  1.79996766e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39901993e-05  7.66000000e-01  7.35096927e-01  1.79996772e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39911993e-05  7.66000000e-01  7.35096930e-01  1.79996767e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39921993e-05  7.66000000e-01  7.35096933e-01  1.79996773e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39931993e-05  7.66000000e-01  7.35096936e-01  1.79996769e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39941993e-05  7.66000000e-01  7.35096939e-01  1.79996775e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39951993e-05  7.66000000e-01  7.35096942e-01  1.79996771e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39961993e-05  7.66000000e-01  7.35096944e-01  1.79996777e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39971993e-05  7.66000000e-01  7.35096947e-01  1.79996772e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.39981993e-05  7.66000000e-01  7.35096950e-01  1.79996778e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39991993e-05  7.66000000e-01  7.35096953e-01  1.79996774e+00  1.79999994e+00  1.80000003e+00  1.79999989e+00  1.79999982e+00 
 2.40000000e-05  7.66000000e-01  7.35096956e-01  1.79996780e+00  1.79999996e+00  1.80000005e+00  1.79999990e+00  1.79999985e+00 
 2.39003610e-05  7.97250000e-01  9.89848018e-01  1.79998089e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39013610e-05  7.97250000e-01  9.89848018e-01  1.79998087e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39023610e-05  7.97250000e-01  9.89848015e-01  1.79998090e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39033610e-05  7.97250000e-01  9.89848015e-01  1.79998088e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39043610e-05  7.97250000e-01  9.89848012e-01  1.79998091e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39053610e-05  7.97250000e-01  9.89848011e-01  1.79998089e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39063610e-05  7.97250000e-01  9.89848009e-01  1.79998092e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39073610e-05  7.97250000e-01  9.89848008e-01  1.79998090e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39083610e-05  7.97250000e-01  9.89848006e-01  1.79998093e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39093610e-05  7.97250000e-01  9.89848005e-01  1.79998091e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39103610e-05  7.97250000e-01  9.89848003e-01  1.79998094e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39113610e-05  7.97250000e-01  9.89848002e-01  1.79998092e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39123610e-05  7.97250000e-01  9.89847999e-01  1.79998095e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39133610e-05  7.97250000e-01  9.89847999e-01  1.79998093e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39143610e-05  7.97250000e-01  9.89847996e-01  1.79998096e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39153610e-05  7.97250000e-01  9.89847995e-01  1.79998094e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39163610e-05  7.97250000e-01  9.89847993e-01  1.79998097e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39173610e-05  7.97250000e-01  9.89847992e-01  1.79998095e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39183610e-05  7.97250000e-01  9.89847990e-01  1.79998098e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39193610e-05  7.97250000e-01  9.89847989e-01  1.79998096e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39203610e-05  7.97250000e-01  9.89847987e-01  1.79998099e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39213610e-05  7.97250000e-01  9.89847986e-01  1.79998097e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39223610e-05  7.97250000e-01  9.89847983e-01  1.79998100e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39233610e-05  7.97250000e-01  9.89847983e-01  1.79998098e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39243610e-05  7.97250000e-01  9.89847980e-01  1.79998101e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39253610e-05  7.97250000e-01  9.89847980e-01  1.79998099e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39263610e-05  7.97250000e-01  9.89847977e-01  1.79998102e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39273610e-05  7.97250000e-01  9.89847976e-01  1.79998100e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39283610e-05  7.97250000e-01  9.89847974e-01  1.79998103e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39293610e-05  7.97250000e-01  9.89847973e-01  1.79998101e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39303610e-05  7.97250000e-01  9.89847971e-01  1.79998104e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39313610e-05  7.97250000e-01  9.89847970e-01  1.79998102e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39323610e-05  7.97250000e-01  9.89847968e-01  1.79998105e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39333610e-05  7.97250000e-01  9.89847967e-01  1.79998103e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39343610e-05  7.97250000e-01  9.89847964e-01  1.79998106e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39353610e-05  7.97250000e-01  9.89847964e-01  1.79998104e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39363610e-05  7.97250000e-01  9.89847961e-01  1.79998107e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39373610e-05  7.97250000e-01  9.89847960e-01  1.79998105e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39383610e-05  7.97250000e-01  9.89847958e-01  1.79998108e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39393610e-05  7.97250000e-01  9.89847957e-01  1.79998106e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39403610e-05  7.97250000e-01  9.89847955e-01  1.79998109e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39413610e-05  7.97250000e-01  9.89847954e-01  1.79998107e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39423610e-05  7.97250000e-01  9.89847952e-01  1.79998110e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39433610e-05  7.97250000e-01  9.89847951e-01  1.79998108e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39443610e-05  7.97250000e-01  9.89847948e-01  1.79998111e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39453610e-05  7.97250000e-01  9.89847948e-01  1.79998109e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39463610e-05  7.97250000e-01  9.89847945e-01  1.79998112e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39473610e-05  7.97250000e-01  9.89847945e-01  1.79998110e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39483610e-05  7.97250000e-01  9.89847942e-01  1.79998113e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39493610e-05  7.97250000e-01  9.89847941e-01  1.79998111e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
 2.39503610e-05  7.97250000e-01  9.89847939e-01  1.79998114e+00  1.79999999e+00  1.79999985e+00  1.79999981e+00  1.79999979e+00 
 2.39513610e-05  7.97250000e-01  9.89847938e-01  1.79998112e+00  1.79999997e+00  1.79999983e+00  1.79999978e+00  1.79999974e+00 
