 time            v(Ain)          v(SH_pos)       v(COMPout)      v(D0)           v(d1)           v(d2)           v(d3)          
 2.39831709e-05  6.09750000e-01  5.95488367e-01  1.79998007e+00  1.79999987e+00  2.22119449e-07  2.19755738e-07  2.28800917e-07 
 2.39841709e-05  6.09750000e-01  5.95488372e-01  1.79998014e+00  1.79999961e+00  1.09305283e-07  2.38950852e-07  1.48500702e-07 
 2.39851709e-05  6.09750000e-01  5.95488377e-01  1.79998008e+00  1.79999987e+00  2.22097711e-07  2.19755070e-07  2.28791168e-07 
 2.39861709e-05  6.09750000e-01  5.95488383e-01  1.79998015e+00  1.79999961e+00  1.09326985e-07  2.38952776e-07  1.48511906e-07 
 2.39871709e-05  6.09750000e-01  5.95488388e-01  1.79998009e+00  1.79999987e+00  2.22075969e-07  2.19754396e-07  2.28781388e-07 
 2.39881709e-05  6.09750000e-01  5.95488394e-01  1.79998016e+00  1.79999961e+00  1.09348741e-07  2.38954747e-07  1.48523078e-07 
 2.39891709e-05  6.09750000e-01  5.95488399e-01  1.79998010e+00  1.79999987e+00  2.22054185e-07  2.19753687e-07  2.28771654e-07 
 2.39901709e-05  6.09750000e-01  5.95488405e-01  1.79998017e+00  1.79999961e+00  1.09370498e-07  2.38956744e-07  1.48534200e-07 
 2.39911709e-05  6.09750000e-01  5.95488410e-01  1.79998011e+00  1.79999987e+00  2.22032436e-07  2.19752961e-07  2.28761956e-07 
 2.39921709e-05  6.09750000e-01  5.95488415e-01  1.79998018e+00  1.79999961e+00  1.09392208e-07  2.38958732e-07  1.48545336e-07 
 2.39931709e-05  6.09750000e-01  5.95488421e-01  1.79998012e+00  1.79999987e+00  2.22010717e-07  2.19752228e-07  2.28752196e-07 
 2.39941709e-05  6.09750000e-01  5.95488426e-01  1.79998019e+00  1.79999961e+00  1.09413909e-07  2.38960741e-07  1.48556510e-07 
 2.39951709e-05  6.09750000e-01  5.95488432e-01  1.79998014e+00  1.79999987e+00  2.21989002e-07  2.19751515e-07  2.28742427e-07 
 2.39961709e-05  6.09750000e-01  5.95488437e-01  1.79998020e+00  1.79999961e+00  1.09435594e-07  2.38962709e-07  1.48567664e-07 
 2.39971709e-05  6.09750000e-01  5.95488443e-01  1.79998015e+00  1.79999987e+00  2.21967312e-07  2.19750834e-07  2.28732695e-07 
 2.39981709e-05  6.09750000e-01  5.95488448e-01  1.79998021e+00  1.79999961e+00  1.09457246e-07  2.38964632e-07  1.48578780e-07 
 2.39991709e-05  6.09750000e-01  5.95488453e-01  1.79998016e+00  1.79999987e+00  2.21945653e-07  2.19750165e-07  2.28722976e-07 
 2.40000000e-05  6.09750000e-01  5.95488458e-01  1.79998022e+00  1.79999961e+00  1.09483041e-07  2.38957092e-07  1.48591417e-07 
 2.39002128e-05  6.41000000e-01  1.03485540e+00  1.79997769e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39012128e-05  6.41000000e-01  1.03485540e+00  1.79997768e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39022128e-05  6.41000000e-01  1.03485540e+00  1.79997770e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39032128e-05  6.41000000e-01  1.03485540e+00  1.79997769e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39042128e-05  6.41000000e-01  1.03485539e+00  1.79997772e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39052128e-05  6.41000000e-01  1.03485539e+00  1.79997770e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39062128e-05  6.41000000e-01  1.03485539e+00  1.79997773e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39072128e-05  6.41000000e-01  1.03485539e+00  1.79997771e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39082128e-05  6.41000000e-01  1.03485538e+00  1.79997774e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39092128e-05  6.41000000e-01  1.03485538e+00  1.79997772e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39102128e-05  6.41000000e-01  1.03485538e+00  1.79997775e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39112128e-05  6.41000000e-01  1.03485538e+00  1.79997774e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39122128e-05  6.41000000e-01  1.03485537e+00  1.79997776e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39132128e-05  6.41000000e-01  1.03485537e+00  1.79997775e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39142128e-05  6.41000000e-01  1.03485537e+00  1.79997777e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39152128e-05  6.41000000e-01  1.03485537e+00  1.79997776e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39162128e-05  6.41000000e-01  1.03485537e+00  1.79997779e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39172128e-05  6.41000000e-01  1.03485536e+00  1.79997777e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39182128e-05  6.41000000e-01  1.03485536e+00  1.79997780e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39192128e-05  6.41000000e-01  1.03485536e+00  1.79997778e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39202128e-05  6.41000000e-01  1.03485536e+00  1.79997781e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39212128e-05  6.41000000e-01  1.03485535e+00  1.79997779e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39222128e-05  6.41000000e-01  1.03485535e+00  1.79997782e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39232128e-05  6.41000000e-01  1.03485535e+00  1.79997781e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39242128e-05  6.41000000e-01  1.03485535e+00  1.79997783e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39252128e-05  6.41000000e-01  1.03485534e+00  1.79997782e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39262128e-05  6.41000000e-01  1.03485534e+00  1.79997784e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39272128e-05  6.41000000e-01  1.03485534e+00  1.79997783e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39282128e-05  6.41000000e-01  1.03485534e+00  1.79997786e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39292128e-05  6.41000000e-01  1.03485533e+00  1.79997784e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39302128e-05  6.41000000e-01  1.03485533e+00  1.79997787e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39312128e-05  6.41000000e-01  1.03485533e+00  1.79997785e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39322128e-05  6.41000000e-01  1.03485533e+00  1.79997788e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39332128e-05  6.41000000e-01  1.03485532e+00  1.79997786e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39342128e-05  6.41000000e-01  1.03485532e+00  1.79997789e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39352128e-05  6.41000000e-01  1.03485532e+00  1.79997787e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39362128e-05  6.41000000e-01  1.03485532e+00  1.79997790e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39372128e-05  6.41000000e-01  1.03485532e+00  1.79997789e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39382128e-05  6.41000000e-01  1.03485531e+00  1.79997791e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39392128e-05  6.41000000e-01  1.03485531e+00  1.79997790e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39402128e-05  6.41000000e-01  1.03485531e+00  1.79997792e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39412128e-05  6.41000000e-01  1.03485531e+00  1.79997791e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39422128e-05  6.41000000e-01  1.03485530e+00  1.79997794e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39432128e-05  6.41000000e-01  1.03485530e+00  1.79997792e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39442128e-05  6.41000000e-01  1.03485530e+00  1.79997795e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39452128e-05  6.41000000e-01  1.03485530e+00  1.79997793e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39462128e-05  6.41000000e-01  1.03485529e+00  1.79997796e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39472128e-05  6.41000000e-01  1.03485529e+00  1.79997794e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39482128e-05  6.41000000e-01  1.03485529e+00  1.79997797e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39492128e-05  6.41000000e-01  1.03485529e+00  1.79997796e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39502128e-05  6.41000000e-01  1.03485528e+00  1.79997798e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39512128e-05  6.41000000e-01  1.03485528e+00  1.79997797e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39522128e-05  6.41000000e-01  1.03485528e+00  1.79997799e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39532128e-05  6.41000000e-01  1.03485528e+00  1.79997798e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39542128e-05  6.41000000e-01  1.03485527e+00  1.79997801e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39552128e-05  6.41000000e-01  1.03485527e+00  1.79997799e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39562128e-05  6.41000000e-01  1.03485527e+00  1.79997802e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39572128e-05  6.41000000e-01  1.03485527e+00  1.79997800e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39582128e-05  6.41000000e-01  1.03485526e+00  1.79997803e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39592128e-05  6.41000000e-01  1.03485526e+00  1.79997801e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39602128e-05  6.41000000e-01  1.03485526e+00  1.79997804e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39612128e-05  6.41000000e-01  1.03485526e+00  1.79997802e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39622128e-05  6.41000000e-01  1.03485526e+00  1.79997805e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39632128e-05  6.41000000e-01  1.03485525e+00  1.79997804e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39642128e-05  6.41000000e-01  1.03485525e+00  1.79997806e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39652128e-05  6.41000000e-01  1.03485525e+00  1.79997805e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39662128e-05  6.41000000e-01  1.03485525e+00  1.79997807e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39672128e-05  6.41000000e-01  1.03485524e+00  1.79997806e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39682128e-05  6.41000000e-01  1.03485524e+00  1.79997809e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39692128e-05  6.41000000e-01  1.03485524e+00  1.79997807e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39702128e-05  6.41000000e-01  1.03485524e+00  1.79997810e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39712128e-05  6.41000000e-01  1.03485523e+00  1.79997808e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39722128e-05  6.41000000e-01  1.03485523e+00  1.79997811e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39732128e-05  6.41000000e-01  1.03485523e+00  1.79997809e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39742128e-05  6.41000000e-01  1.03485523e+00  1.79997812e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39752128e-05  6.41000000e-01  1.03485522e+00  1.79997810e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39762128e-05  6.41000000e-01  1.03485522e+00  1.79997813e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39772128e-05  6.41000000e-01  1.03485522e+00  1.79997811e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39782128e-05  6.41000000e-01  1.03485522e+00  1.79997814e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39792128e-05  6.41000000e-01  1.03485521e+00  1.79997813e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39802128e-05  6.41000000e-01  1.03485521e+00  1.79997815e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39812128e-05  6.41000000e-01  1.03485521e+00  1.79997814e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39822128e-05  6.41000000e-01  1.03485521e+00  1.79997816e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39832128e-05  6.41000000e-01  1.03485520e+00  1.79997815e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39842128e-05  6.41000000e-01  1.03485520e+00  1.79997818e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39852128e-05  6.41000000e-01  1.03485520e+00  1.79997816e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39862128e-05  6.41000000e-01  1.03485520e+00  1.79997819e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39872128e-05  6.41000000e-01  1.03485520e+00  1.79997817e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39882128e-05  6.41000000e-01  1.03485519e+00  1.79997820e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39892128e-05  6.41000000e-01  1.03485519e+00  1.79997818e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39902128e-05  6.41000000e-01  1.03485519e+00  1.79997821e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39912128e-05  6.41000000e-01  1.03485519e+00  1.79997819e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39922128e-05  6.41000000e-01  1.03485518e+00  1.79997822e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39932128e-05  6.41000000e-01  1.03485518e+00  1.79997820e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39942128e-05  6.41000000e-01  1.03485518e+00  1.79997823e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39952128e-05  6.41000000e-01  1.03485518e+00  1.79997822e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39962128e-05  6.41000000e-01  1.03485517e+00  1.79997824e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39972128e-05  6.41000000e-01  1.03485517e+00  1.79997823e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.39982128e-05  6.41000000e-01  1.03485517e+00  1.79997825e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39992128e-05  6.41000000e-01  1.03485517e+00  1.79997824e+00  1.79999988e+00  1.79999996e+00  1.79999997e+00  1.79999964e+00 
 2.40000000e-05  6.41000000e-01  1.03485516e+00  1.79997826e+00  1.79999989e+00  1.79999998e+00  1.80000000e+00  1.79999961e+00 
 2.39002810e-05  6.72250000e-01  5.18089235e-01  9.40660436e-03  1.63671016e-07  1.48686026e-07  2.40779622e-07  1.86241388e-07 
 2.39012810e-05  6.72250000e-01  5.18089242e-01  9.40652738e-03  1.56801189e-07  1.42807483e-07  2.24088741e-07  1.75220218e-07 
 2.39022810e-05  6.72250000e-01  5.18089249e-01  9.40640282e-03  1.63675940e-07  1.48690691e-07  2.40782545e-07  1.86246076e-07 
 2.39032810e-05  6.72250000e-01  5.18089255e-01  9.40632590e-03  1.56798159e-07  1.42804629e-07  2.24087471e-07  1.75217976e-07 
 2.39042810e-05  6.72250000e-01  5.18089263e-01  9.40620141e-03  1.63680827e-07  1.48695380e-07  2.40785530e-07  1.86250752e-07 
 2.39052810e-05  6.72250000e-01  5.18089269e-01  9.40612455e-03  1.56795157e-07  1.42801771e-07  2.24086208e-07  1.75215771e-07 
 2.39062810e-05  6.72250000e-01  5.18089276e-01  9.40600012e-03  1.63685698e-07  1.48700044e-07  2.40788452e-07  1.86255415e-07 
 2.39072810e-05  6.72250000e-01  5.18089283e-01  9.40592332e-03  1.56792156e-07  1.42798929e-07  2.24084992e-07  1.75213529e-07 
 2.39082810e-05  6.72250000e-01  5.18089290e-01  9.40579895e-03  1.63690563e-07  1.48704706e-07  2.40791332e-07  1.86260092e-07 
 2.39092810e-05  6.72250000e-01  5.18089297e-01  9.40572221e-03  1.56789138e-07  1.42796101e-07  2.24083785e-07  1.75211271e-07 
 2.39102810e-05  6.72250000e-01  5.18089304e-01  9.40559791e-03  1.63695472e-07  1.48709344e-07  2.40794228e-07  1.86264783e-07 
 2.39112810e-05  6.72250000e-01  5.18089310e-01  9.40552122e-03  1.56786092e-07  1.42793278e-07  2.24082549e-07  1.75208986e-07 
 2.39122810e-05  6.72250000e-01  5.18089317e-01  9.40539698e-03  1.63700354e-07  1.48713957e-07  2.40797158e-07  1.86269510e-07 
 2.39132810e-05  6.72250000e-01  5.18089324e-01  9.40532036e-03  1.56783093e-07  1.42790450e-07  2.24081302e-07  1.75206702e-07 
 2.39142810e-05  6.72250000e-01  5.18089331e-01  9.40519619e-03  1.63705226e-07  1.48718624e-07  2.40800063e-07  1.86274192e-07 
 2.39152810e-05  6.72250000e-01  5.18089338e-01  9.40511962e-03  1.56780050e-07  1.42787596e-07  2.24080063e-07  1.75204438e-07 
 2.39162810e-05  6.72250000e-01  5.18089345e-01  9.40499551e-03  1.63710115e-07  1.48723257e-07  2.40802957e-07  1.86278876e-07 
 2.39172810e-05  6.72250000e-01  5.18089352e-01  9.40491900e-03  1.56777022e-07  1.42784765e-07  2.24078838e-07  1.75202154e-07 
 2.39182810e-05  6.72250000e-01  5.18089359e-01  9.40479495e-03  1.63714982e-07  1.48727897e-07  2.40805857e-07  1.86283584e-07 
 2.39192810e-05  6.72250000e-01  5.18089365e-01  9.40471850e-03  1.56773994e-07  1.42781940e-07  2.24077582e-07  1.75199863e-07 
 2.39202810e-05  6.72250000e-01  5.18089372e-01  9.40459452e-03  1.63719844e-07  1.48732504e-07  2.40808765e-07  1.86288239e-07 
 2.39212810e-05  6.72250000e-01  5.18089379e-01  9.40451812e-03  1.56770967e-07  1.42779103e-07  2.24076350e-07  1.75197588e-07 
 2.39222810e-05  6.72250000e-01  5.18089386e-01  9.40439421e-03  1.63724704e-07  1.48737153e-07  2.40811676e-07  1.86292943e-07 
 2.39232810e-05  6.72250000e-01  5.18089393e-01  9.40431787e-03  1.56767982e-07  1.42776271e-07  2.24075042e-07  1.75195258e-07 
 2.39242810e-05  6.72250000e-01  5.18089400e-01  9.40419402e-03  1.63729524e-07  1.48741759e-07  2.40814626e-07  1.86297645e-07 
 2.39252810e-05  6.72250000e-01  5.18089407e-01  9.40411774e-03  1.56764965e-07  1.42773449e-07  2.24073757e-07  1.75192952e-07 
 2.39262810e-05  6.72250000e-01  5.18089414e-01  9.40399396e-03  1.63734366e-07  1.48746412e-07  2.40817551e-07  1.86302320e-07 
 2.39272810e-05  6.72250000e-01  5.18089420e-01  9.40391773e-03  1.56761958e-07  1.42770554e-07  2.24072501e-07  1.75190669e-07 
 2.39282810e-05  6.72250000e-01  5.18089427e-01  9.40379401e-03  1.63739194e-07  1.48751068e-07  2.40820418e-07  1.86306982e-07 
 2.39292810e-05  6.72250000e-01  5.18089434e-01  9.40371784e-03  1.56758981e-07  1.42767694e-07  2.24071274e-07  1.75188374e-07 
 2.39302810e-05  6.72250000e-01  5.18089441e-01  9.40359419e-03  1.63743974e-07  1.48755706e-07  2.40823271e-07  1.86311627e-07 
 2.39312810e-05  6.72250000e-01  5.18089448e-01  9.40351808e-03  1.56756013e-07  1.42764840e-07  2.24070062e-07  1.75186099e-07 
 2.39322810e-05  6.72250000e-01  5.18089455e-01  9.40339448e-03  1.63748770e-07  1.48760321e-07  2.40826134e-07  1.86316262e-07 
 2.39332810e-05  6.72250000e-01  5.18089462e-01  9.40331843e-03  1.56753027e-07  1.42762025e-07  2.24068789e-07  1.75183833e-07 
 2.39342810e-05  6.72250000e-01  5.18089469e-01  9.40319491e-03  1.63753561e-07  1.48764900e-07  2.40829041e-07  1.86320871e-07 
 2.39352810e-05  6.72250000e-01  5.18089475e-01  9.40311891e-03  1.56750026e-07  1.42759189e-07  2.24067502e-07  1.75181590e-07 
 2.39362810e-05  6.72250000e-01  5.18089482e-01  9.40299545e-03  1.63758391e-07  1.48769513e-07  2.40831980e-07  1.86325480e-07 
 2.39372810e-05  6.72250000e-01  5.18089489e-01  9.40291951e-03  1.56747038e-07  1.42756366e-07  2.24066193e-07  1.75179315e-07 
 2.39382810e-05  6.72250000e-01  5.18089496e-01  9.40279611e-03  1.63763152e-07  1.48774116e-07  2.40834848e-07  1.86330071e-07 
 2.39392810e-05  6.72250000e-01  5.18089503e-01  9.40272023e-03  1.56744082e-07  1.42753520e-07  2.24064972e-07  1.75177060e-07 
 2.39402810e-05  6.72250000e-01  5.18089510e-01  9.40259689e-03  1.63767907e-07  1.48778695e-07  2.40837691e-07  1.86334692e-07 
 2.39412810e-05  6.72250000e-01  5.18089516e-01  9.40252106e-03  1.56741116e-07  1.42750727e-07  2.24063740e-07  1.75174791e-07 
 2.39422810e-05  6.72250000e-01  5.18089523e-01  9.40239779e-03  1.63772677e-07  1.48783253e-07  2.40840543e-07  1.86339274e-07 
 2.39432810e-05  6.72250000e-01  5.18089530e-01  9.40232202e-03  1.56738128e-07  1.42747940e-07  2.24062465e-07  1.75172503e-07 
 2.39442810e-05  6.72250000e-01  5.18089537e-01  9.40219881e-03  1.63777457e-07  1.48787785e-07  2.40843440e-07  1.86343908e-07 
 2.39452810e-05  6.72250000e-01  5.18089544e-01  9.40212310e-03  1.56735172e-07  1.42745142e-07  2.24061190e-07  1.75170213e-07 
 2.39462810e-05  6.72250000e-01  5.18089551e-01  9.40199996e-03  1.63782208e-07  1.48792361e-07  2.40846279e-07  1.86348496e-07 
 2.39472810e-05  6.72250000e-01  5.18089558e-01  9.40192430e-03  1.56732164e-07  1.42742311e-07  2.24059965e-07  1.75167916e-07 
 2.39482810e-05  6.72250000e-01  5.18089565e-01  9.40180122e-03  1.63787010e-07  1.48796941e-07  2.40849098e-07  1.86353149e-07 
 2.39492810e-05  6.72250000e-01  5.18089571e-01  9.40172562e-03  1.56729141e-07  1.42739470e-07  2.24058758e-07  1.75165569e-07 
 2.39502810e-05  6.72250000e-01  5.18089578e-01  9.40160260e-03  1.63791795e-07  1.48801564e-07  2.40851906e-07  1.86357797e-07 
 2.39512810e-05  6.72250000e-01  5.18089585e-01  9.40152706e-03  1.56726145e-07  1.42736587e-07  2.24057504e-07  1.75163238e-07 
 2.39522810e-05  6.72250000e-01  5.18089592e-01  9.40140411e-03  1.63796553e-07  1.48806165e-07  2.40854750e-07  1.86362418e-07 
 2.39532810e-05  6.72250000e-01  5.18089599e-01  9.40132862e-03  1.56723187e-07  1.42733761e-07  2.24056265e-07  1.75160938e-07 
 2.39542810e-05  6.72250000e-01  5.18089606e-01  9.40120573e-03  1.63801279e-07  1.48810719e-07  2.40857592e-07  1.86367006e-07 
 2.39552810e-05  6.72250000e-01  5.18089613e-01  9.40113030e-03  1.56720218e-07  1.42730937e-07  2.24054985e-07  1.75158633e-07 
 2.39562810e-05  6.72250000e-01  5.18089620e-01  9.40100747e-03  1.63806026e-07  1.48815288e-07  2.40860449e-07  1.86371625e-07 
 2.39572810e-05  6.72250000e-01  5.18089626e-01  9.40093210e-03  1.56717255e-07  1.42728104e-07  2.24053712e-07  1.75156292e-07 
 2.39582810e-05  6.72250000e-01  5.18089633e-01  9.40080934e-03  1.63810724e-07  1.48819868e-07  2.40863281e-07  1.86376200e-07 
 2.39592810e-05  6.72250000e-01  5.18089640e-01  9.40073402e-03  1.56714294e-07  1.42725243e-07  2.24052470e-07  1.75154020e-07 
 2.39602810e-05  6.72250000e-01  5.18089647e-01  9.40061132e-03  1.63815453e-07  1.48824438e-07  2.40866101e-07  1.86380779e-07 
 2.39612810e-05  6.72250000e-01  5.18089654e-01  9.40053606e-03  1.56711332e-07  1.42722448e-07  2.24051219e-07  1.75151716e-07 
 2.39622810e-05  6.72250000e-01  5.18089661e-01  9.40041342e-03  1.63820171e-07  1.48828956e-07  2.40868897e-07  1.86385328e-07 
 2.39632810e-05  6.72250000e-01  5.18089668e-01  9.40033822e-03  1.56708362e-07  1.42719618e-07  2.24049994e-07  1.75149440e-07 
 2.39642810e-05  6.72250000e-01  5.18089675e-01  9.40021564e-03  1.63824903e-07  1.48833530e-07  2.40871704e-07  1.86389869e-07 
 2.39652810e-05  6.72250000e-01  5.18089681e-01  9.40014049e-03  1.56705395e-07  1.42716763e-07  2.24048746e-07  1.75147180e-07 
 2.39662810e-05  6.72250000e-01  5.18089688e-01  9.40001798e-03  1.63829605e-07  1.48838088e-07  2.40874478e-07  1.86394396e-07 
 2.39672810e-05  6.72250000e-01  5.18089695e-01  9.39994289e-03  1.56702429e-07  1.42713987e-07  2.24047529e-07  1.75144894e-07 
 2.39682810e-05  6.72250000e-01  5.18089702e-01  9.39982044e-03  1.63834310e-07  1.48842568e-07  2.40877296e-07  1.86398945e-07 
